Process ID,n_reads,n_aligned,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
BGENL032-23,67,1617657,0.0,13.0,4.808219178082192,24,1533
BGENL033-23,541,13995052,0.0,118.0,32.71037181996086,173,1533
BGENL034-23,2410,2418174,0.0,374.0,139.1996086105675,995,1533
BGENL035-23,49,2471221,0.0,11.0,2.747553816046967,24,1533
BGENL036-23,311,2919467,0.0,44.0,17.256360078277886,134,1533
BGENL037-23,714,8911113,0.0,126.0,37.14481409001957,280,1533
BGENL038-23,617,4317458,0.0,90.0,31.31311154598826,265,1533
BGENL039-23,1008,5829438,0.0,167.0,54.93737769080235,446,1533
BGENL040-23,1282,8244244,0.0,172.0,79.32093933463797,558,1533
BGENL041-23,510,2767780,0.0,86.0,26.448140900195696,123,1533
BGENL042-23,313,4112922,0.0,51.0,19.08219178082192,214,1533
BGENL043-23,1324,7095239,0.0,214.0,73.21722113502935,564,1533
BGENL044-23,1418,5692098,0.0,177.0,87.54207436399217,651,1533
BGENL045-23,474,4959995,0.0,62.0,26.677103718199607,214,1533
BGENL046-23,13025,1735596,0.0,1871.0,767.2230919765167,7298,1533
BGENL047-23,227,5818531,0.0,44.0,11.96477495107632,93,1533
BGENL048-23,965,35105183,0.0,149.0,54.71037181996086,631,1533
BGENL049-23,802,4395687,10.0,71.0,44.16242661448141,22,1533
BGENL050-23,112,1489684,1.0,20.0,6.52054794520548,36,1533
BGENL051-23,517,867703,4.0,56.0,27.01174168297456,18,1533
BGENL052-23,742,5293367,11.0,84.0,54.43835616438356,141,1533
BGENL053-23,1231,4830516,11.0,150.0,87.10176125244618,164,1533
BGENL054-23,44,661621,0.0,16.0,3.238747553816047,59,1533
BGENL055-23,476,2537081,0.0,62.0,28.12133072407045,68,1533
BGENL056-23,576,780554,0.0,68.0,35.93933463796478,120,1533
BGENL057-23,699,772539,0.0,77.0,37.56555772994129,114,1533
BGENL058-23,38,513310,0.0,15.0,2.4233009708737865,20,1545
BGENL059-23,10,200989,0.0,5.0,0.7747572815533981,13,1545
BGENL060-23,7,130328,0.0,3.0,0.3553398058252427,10,1545
BGENL061-23,44,944191,0.0,11.0,2.3424657534246576,10,1533
BGENL062-23,18,1976444,0.0,5.0,0.9765166340508806,18,1533
BGENL063-23,337,1494972,0.0,37.0,17.532289628180038,31,1533
BGENL064-23,308,1682683,0.0,50.0,15.906066536203522,34,1533
BGENL065-23,395,3780701,0.0,46.0,26.20939334637965,79,1533
BGENL066-23,228,866076,0.0,28.0,12.405088062622308,43,1533
BGENL067-23,30,5738636,0.0,6.0,2.0,32,1533
BGENL068-23,2003,11810557,0.0,251.0,130.04892367906066,391,1533
BGENL069-23,268,4100804,0.0,49.0,14.058708414872799,40,1533
BGENL070-23,52,127543,0.0,9.0,3.3620352250489236,15,1533
BGENL071-23,51,299382,0.0,10.0,2.857142857142857,18,1533
BGENL072-23,178,3218793,0.0,25.0,10.377690802348337,20,1533
BGENL073-23,103,1885582,0.0,14.0,5.5655577299412915,16,1533
BGENL074-23,203,2483656,0.0,59.0,10.471624266144815,29,1533
BGENL075-23,787,1973558,0.0,92.0,43.585127201565555,99,1533
BGENL076-23,81,1891109,0.0,18.0,4.747553816046967,32,1533
BGENL077-23,412,1279897,0.0,47.0,21.493150684931507,58,1533
BGENL078-23,21,162894,0.0,7.0,1.1174168297455969,6,1533
BGENL079-23,431,1353295,0.0,75.0,29.297455968688844,239,1533
BGENL080-23,440,4952397,1.0,53.0,26.90215264187867,66,1533
BGENL081-23,196,5656898,0.0,28.0,11.561643835616438,40,1533
BGENL082-23,46,476924,0.0,9.0,2.5185909980430528,20,1533
BGENL083-23,101,2033698,0.0,17.0,5.342465753424658,29,1533
BGENL084-23,19,657690,0.0,7.0,1.0626223091976517,15,1533
BGENL085-23,19,346643,0.0,7.0,1.0349514563106796,16,1545
BGENL086-23,98,1350645,0.0,23.0,6.196116504854369,14,1545
BGENL087-23,14,455856,0.0,6.0,0.8368932038834952,17,1545
BGENL088-23,42,1592706,0.0,8.0,2.792563600782779,11,1533
BGENL089-23,77,1016079,0.0,13.0,4.009784735812133,3,1533
BGENL090-23,331,1859024,5.0,48.0,19.667318982387474,75,1533
BGENL091-23,64,745294,0.0,14.0,3.425242718446602,41,1545
BGENL092-23,28,192372,0.0,6.0,1.629126213592233,13,1545
BGENL093-23,71,812557,0.0,15.0,4.079611650485437,17,1545
BGENL094-23,452,10379303,0.0,52.0,23.29126213592233,54,1545
BGENL095-23,682,17859847,0.0,60.0,36.56504854368932,114,1545
BGENL096-23,2698,24640429,0.0,468.0,180.79256360078278,1491,1533
BGENL097-23,1162,21996654,0.0,212.0,73.81017612524462,555,1533
BGENL098-23,514,11821305,0.0,97.0,34.07827788649706,292,1533
BGENL099-23,2462,6094104,68.0,208.0,149.57729941291586,40,1533
BGENL100-23,47,220652,0.0,12.0,3.4246575342465753,30,1533
BGENL101-23,6533,33638578,234.0,566.0,403.58512720156557,137,1533
BGENL102-23,2203,11202835,52.0,200.0,134.05479452054794,327,1533
BGENL103-23,18,194616,0.0,4.0,1.0567514677103718,15,1533
BGENL104-23,657,2085345,18.0,64.0,38.956947162426616,24,1533
BGENL105-23,822,9839375,33.0,88.0,62.52054794520548,50,1533
BGENL106-23,1134,6524779,40.0,107.0,77.94911937377691,42,1533
BGENL107-23,800,2088259,30.0,102.0,57.67123287671233,23,1533
BGENL108-23,628,1198664,20.0,97.0,47.6105675146771,108,1533
BGENL109-23,25823,3795503,1530.0,3150.0,2230.2641878669274,463,1533
BGENL110-23,617,7208152,28.0,68.0,52.47945205479452,21,1533
BGENL111-23,1536,17131115,39.0,174.0,112.59295499021526,578,1533
BGENL112-23,301,1517850,4.0,54.0,19.67514677103718,52,1533
BGENL113-23,2752,16045497,11.0,435.0,168.5499021526419,355,1533
BGENL114-23,317,13427707,2.0,52.0,21.704500978473583,93,1533
BGENL115-23,39,1882991,0.0,7.0,2.3992172211350296,14,1533
BGENL116-23,136,3262602,0.0,22.0,10.414872798434443,71,1533
BGENL117-23,752,6408172,0.0,120.0,67.43835616438356,250,1533
BGENL118-23,601,3888412,0.0,92.0,41.84148727984344,161,1533
BGENL119-23,65,879292,0.0,10.0,4.1898238747553815,23,1533
BGENL120-23,66,2909911,0.0,15.0,4.405088062622309,37,1533
BGENL121-23,2379,19540655,53.0,228.0,155.13698630136986,43,1533
BGENL122-23,508,813210,10.0,44.0,29.569471624266146,26,1533
BGENL123-23,225,5607583,1.0,23.0,11.776908023483365,19,1533
BGENL124-23,78,3849829,0.0,12.0,4.932038834951456,24,1545
BGENL125-23,12687,2609001,0.0,1539.0,937.778640776699,2068,1545
BGENL126-23,752,5351585,0.0,91.0,53.65242718446602,146,1545
BGENL127-23,334,6953994,9.0,41.0,22.170254403131114,43,1533
BGENL128-23,429,4494311,8.0,45.0,28.52641878669276,24,1533
BGENL129-23,9690,37077340,361.0,1051.0,704.1526418786693,238,1533
BGENL130-23,702,775047,0.0,130.0,56.86105675146771,463,1533
BGENL131-23,8,78661,0.0,4.0,0.4207436399217221,12,1533
BGENL132-23,881,13033058,0.0,126.0,62.863013698630134,473,1533
BGENL133-23,1682,26984616,0.0,233.0,103.85518590998043,582,1533
BGENL134-23,318,1715321,0.0,62.0,24.34637964774951,126,1533
BGENL135-23,3054,1060424,0.0,563.0,272.66340508806263,1419,1533
BGENL136-23,83,7199417,0.0,27.0,4.87866927592955,115,1533
BGENL137-23,1029,18838861,0.0,174.0,58.20939334637965,473,1533
BGENL138-23,488,1611340,0.0,93.0,32.608610567514674,254,1533
BGENL139-23,409,12227893,0.0,78.0,26.152641878669275,209,1533
BGENL140-23,30,730784,0.0,7.0,1.8003913894324852,46,1533
BGENL141-23,554,6158707,0.0,92.0,39.65557729941292,303,1533
BGENL142-23,1138,5866964,0.0,228.0,92.49119373776908,627,1533
BGENL143-23,265,4323682,0.0,43.0,18.354207436399218,127,1533
BGENL144-23,302,9170624,0.0,47.0,19.80821917808219,138,1533
BGENL145-23,192,15274245,0.0,26.0,11.549902152641879,106,1533
BGENL146-23,657,8525340,0.0,102.0,47.81017612524462,274,1533
BGENL147-23,4195,2541818,0.0,595.0,362.0665362035225,683,1533
BGENL148-23,1274,13090032,0.0,112.0,72.8454011741683,156,1533
BGENL149-23,2001,2331725,0.0,294.0,153.3600782778865,311,1533
BGENL150-23,1039,1838511,0.0,193.0,81.71428571428571,922,1533
BGENL151-23,434,560778,0.0,76.0,32.833659491193735,398,1533
BGENL152-23,315,4830838,0.0,55.0,23.528375733855185,237,1533
BGENL153-23,2733,5426138,0.0,362.0,209.65949119373778,1080,1533
BGENL154-23,24,241053,0.0,5.0,1.7397260273972603,17,1533
BGENL155-23,253,135394,0.0,35.0,18.297455968688844,142,1533
BGENL156-23,12302,2015183,0.0,1994.0,1121.4011741682975,5965,1533
BGENL157-23,1068,608220,0.0,156.0,82.25244618395304,445,1533
BGENL158-23,2713,680800,0.0,403.0,201.02739726027397,1134,1533
BGENL159-23,506,2690629,2.0,56.0,26.788649706457925,17,1533
BGENL160-23,2242,3321159,17.0,221.0,130.44618395303326,18,1533
BGENL161-23,399,584898,1.0,50.0,22.101761252446185,37,1533
BGENL162-23,198,5811973,0.0,28.0,14.025440313111545,100,1533
BGENL163-23,253,3937594,0.0,38.0,17.360078277886497,113,1533
BGENL164-23,2,57030,0.0,1.0,0.1643835616438356,3,1533
BGENL165-23,5221,43238980,0.0,830.0,383.40313111545987,1826,1533
BGENL166-23,3299,32378321,0.0,493.0,243.21917808219177,1197,1533
BGENL167-23,306,3834424,0.0,51.0,22.92367906066536,106,1533
BGENL168-23,571,3421138,0.0,90.0,44.84344422700587,270,1533
BGENL169-23,691,21506990,0.0,122.0,50.37377690802348,303,1533
BGENL170-23,300,975482,0.0,52.0,23.692759295499023,190,1533
BGENL171-23,2200,20009034,0.0,294.0,184.3913894324853,1009,1533
BGENL172-23,9534,754130,0.0,1386.0,846.8317025440313,4668,1533
BGENL173-23,24,400423,0.0,6.0,1.8454011741682974,52,1533
BGENL174-23,567,5874802,0.0,84.0,38.71232876712329,254,1533
BGENL175-23,280,1121827,0.0,50.0,19.397260273972602,115,1533
BGENL176-23,15,677058,0.0,5.0,1.009784735812133,32,1533
BGENL177-23,167,1497510,0.0,22.0,10.397260273972602,77,1533
BGENL178-23,291,476899,0.0,51.0,16.798434442270057,149,1533
BGENL179-23,443,4299940,0.0,56.0,23.09784735812133,109,1533
BGENL180-23,651,174377,0.0,113.0,52.09784735812133,331,1533
BGENL181-23,918,1092884,0.0,125.0,46.86888454011741,285,1533
BGENL182-23,32,761202,0.0,16.0,2.0665362035225048,70,1533
BGENL183-23,186,3491985,0.0,35.0,10.16242661448141,144,1533
BGENL184-23,1123,8275045,2.0,158.0,68.07045009784736,232,1533
BGENL185-23,714,4658980,0.0,97.0,48.73972602739726,172,1533
BGENL186-23,356,1919605,0.0,49.0,21.42074363992172,174,1533
BGENL187-23,224,305954,0.0,27.0,14.477495107632095,51,1533
BGENL188-23,105,1111711,0.0,20.0,5.911937377690802,71,1533
BGENL189-23,657,598418,5.0,127.0,53.4187866927593,151,1533
BGENL190-23,16,166207,0.0,6.0,1.1917808219178083,13,1533
BSNHM002-24,10,1418678,0.0,4.0,0.5980392156862745,6,1530
BSNHM003-24,386,2301210,8.0,51.0,24.77886497064579,17,1533
BSNHM004-24,4996,1740798,0.0,559.0,339.8825831702544,1006,1533
BSNHM005-24,8,1024488,0.0,5.0,0.41291585127201563,13,1533
BSNHM006-24,111,8307003,0.0,21.0,5.802348336594912,107,1533
BSNHM007-24,91,2064039,0.0,19.0,5.350293542074364,15,1533
BSNHM008-24,43,6326697,0.0,12.0,2.2935420743639923,6,1533
BSNHM009-24,95,4720017,0.0,14.0,4.5870841487279845,27,1533
BSNHM010-24,2,3410267,0.0,1.0,0.07827788649706457,17,1533
BSNHM011-24,20727,3413114,212.0,2304.0,1299.2230919765166,1101,1533
BSNHM012-24,1,1271685,0.0,1.0,0.03718199608610567,3,1533
BSNHM013-24,76,1928947,0.0,16.0,4.468627450980392,11,1530
BSNHM014-24,13,1854158,0.0,6.0,0.684931506849315,24,1533
BSNHM015-24,28,2034908,0.0,6.0,1.5968688845401173,18,1533
BSNHM016-24,18,621716,0.0,18.0,0.78515625,0,1536
BSNHM017-24,420,2566424,0.0,47.0,28.2720156555773,37,1533
BSNHM018-24,105,2286256,0.0,20.0,5.6790606653620355,90,1533
BSNHM019-24,809,2128473,11.0,117.0,64.23287671232876,79,1533
BSNHM020-24,37,1552505,0.0,6.0,1.8688845401174168,0,1533
BSNHM021-24,11778,2116718,380.0,1313.0,859.7843137254902,165,1530
BSNHM022-24,14,497717,0.0,14.0,0.547945205479452,36,1533
BSNHM023-24,632,5595766,0.0,81.0,33.18003913894325,18,1533
BSNHM024-24,240,1746126,0.0,55.0,13.117416829745597,42,1533
BSNHM025-24,11,6898052,0.0,5.0,0.6673189823874756,83,1533
BSNHM026-24,6,178467,0.0,3.0,0.4070450097847358,11,1533
BSNHM027-24,1219,17074479,0.0,129.0,63.40508806262231,16,1533
BSNHM028-24,19,1384464,0.0,5.0,1.264187866927593,14,1533
BSNHM029-24,2,3990587,0.0,1.0,0.09197651663405088,17,1533
BSNHM030-24,8,3493330,0.0,3.0,0.4461839530332681,19,1533
BSNHM031-24,33,1960652,0.0,7.0,1.7377690802348336,15,1533
BSNHM032-24,337,6255874,0.0,46.0,16.870841487279844,21,1533
BSNHM033-24,42,2011490,0.0,10.0,2.232876712328767,4,1533
BSNHM034-24,37,1664834,0.0,8.0,2.136986301369863,9,1533
BSNHM035-24,28,1783684,0.0,5.0,1.426614481409002,11,1533
BSNHM037-24,26,1277479,0.0,8.0,1.2563600782778865,5,1533
BSNHM038-24,113,1404611,0.0,31.0,6.841487279843444,102,1533
BSNHM039-24,745,2477168,22.0,68.0,44.71819960861057,23,1533
BSNHM040-24,112,10549612,0.0,20.0,5.984344422700587,87,1533
BSNHM041-24,277,867349,0.0,53.0,15.039138943248533,349,1533
BSNHM042-24,170,2695869,0.0,43.0,8.477495107632095,33,1533
BSNHM043-24,654,4994933,4.0,103.0,34.70645792563601,23,1533
BSNHM044-24,192,3117385,0.0,22.0,10.2426614481409,12,1533
BSNHM045-24,73,9328186,0.0,12.0,3.544031311154599,8,1533
BSNHM046-24,51,528576,0.0,11.0,2.7495107632093934,19,1533
BSNHM047-24,738,787106,7.0,114.0,42.054794520547944,10,1533
BSNHM048-24,308,2012077,0.0,68.0,19.75146771037182,98,1533
BSNHM049-24,34,618413,0.0,18.0,1.6066536203522506,0,1533
BSNHM050-24,45,1210986,0.0,18.0,2.3157894736842106,7,1539
BSNHM051-24,6,1640772,0.0,2.0,0.2901960784313726,2,1530
BSNHM052-24,27,1972017,0.0,5.0,1.659491193737769,4,1533
BSNHM053-24,515,6825077,0.0,120.0,30.416829745596868,359,1533
BSNHM054-24,199,1561512,0.0,28.0,11.36399217221135,55,1533
BSNHM055-24,298,2392225,3.0,34.0,20.16046966731898,11,1533
BSNHM056-24,76,1951699,0.0,14.0,4.297455968688846,5,1533
BSNHM057-24,33,1427923,0.0,7.0,2.3326810176125243,15,1533
BSNHM058-24,1409,3926300,0.0,245.0,70.65166340508806,413,1533
BSNHM059-24,1968,1795301,13.0,182.0,122.67906066536203,129,1533
BSNHM060-24,48,4344613,0.0,11.0,2.4579256360078277,9,1533
BSNHM061-24,168,7390535,0.0,28.0,8.776908023483365,4,1533
BSNHM062-24,1972,9952442,48.0,233.0,109.57894736842105,191,1539
BSNHM063-24,8,1944562,0.0,2.0,0.3835616438356164,21,1533
BSNHM064-24,26,1756879,0.0,5.0,1.238747553816047,15,1533
BSNHM065-24,164,1535735,0.0,44.0,9.788649706457926,104,1533
BSNHM066-24,5,1038497,0.0,3.0,0.20156555772994128,1,1533
BSNHM067-24,81,1729001,0.0,16.0,4.457925636007828,4,1533
BSNHM068-24,173,2419202,0.0,24.0,10.53228962818004,13,1533
BSNHM069-24,961,4744075,0.0,124.0,43.55968688845401,92,1533
BSNHM070-24,1189,573031,15.0,156.0,73.77299412915852,24,1533
BSNHM071-24,553,2063192,0.0,55.0,33.27005870841487,45,1533
BSNHM072-24,38,6880176,0.0,7.0,1.9647749510763208,5,1533
BSNHM073-24,87,5516800,0.0,13.0,4.323529411764706,6,1530
BSNHM074-24,321,5789006,1.0,42.0,15.612085769980506,58,1539
BSNHM076-24,44,1632502,0.0,10.0,2.432485322896282,11,1533
BSNHM078-24,124,4056734,0.0,36.0,7.418786692759295,36,1533
BSNHM079-24,4,1712881,0.0,3.0,0.2191780821917808,0,1533
BSNHM080-24,807,5790430,13.0,88.0,42.937254901960785,27,1530
BSNHM082-24,367,1529818,6.0,44.0,21.444227005870843,10,1533
BSNHM084-24,24,5025840,0.0,8.0,1.107843137254902,5,1530
BSNHM085-24,416,6664875,0.0,55.0,22.580392156862747,89,1530
BSNHM086-24,211,4680847,0.0,24.0,11.356164383561644,21,1533
BSNHM087-24,608,7812456,0.0,62.0,34.28767123287671,100,1533
BSNHM088-24,1342,3033400,22.0,163.0,82.7788649706458,58,1533
BSNHM089-24,6,1499180,0.0,6.0,0.32093933463796476,27,1533
BSNHM090-24,5,1474156,0.0,3.0,0.4050880626223092,17,1533
BSNHM091-24,150,4914515,1.0,14.0,7.702544031311154,12,1533
BSNHM092-24,37,1709473,0.0,6.0,2.0273972602739727,3,1533
BSNHM093-24,15,6223281,0.0,4.0,0.7749510763209393,40,1533
BSNHM094-24,40,2093891,0.0,9.0,1.9432485322896282,11,1533
BSNHM095-24,91,7757571,0.0,20.0,4.432485322896282,20,1533
BSNHM096-24,23,5537343,0.0,8.0,1.6568627450980393,64,1530
BSNHM097-24,2,1418813,0.0,1.0,0.08023483365949119,5,1533
BSNHM098-24,141,9284522,0.0,28.0,6.949119373776908,81,1533
BSNHM099-24,214,5963467,0.0,29.0,9.67123287671233,10,1533
BSNHM101-24,203,1664000,0.0,41.0,12.399217221135029,134,1533
BSNHM102-24,107,4467593,0.0,15.0,5.264705882352941,5,1530
BSNHM103-24,11,1223805,0.0,8.0,0.5,0,1530
BSNHM104-24,79,1606380,0.0,11.0,4.5,7,1554
BSNHM105-24,85,6353101,0.0,15.0,4.023391812865497,9,1539
BSNHM106-24,411,2248602,0.0,79.0,23.44618395303327,475,1533
BSNHM107-24,96,1555186,0.0,17.0,6.737769080234834,22,1533
BSNHM108-24,162,2403471,0.0,35.0,8.232876712328768,12,1533
BSNHM109-24,31,1747093,0.0,6.0,1.75390625,16,1536
BSNHM110-24,255,1581614,3.0,48.0,13.810176125244618,14,1533
BSNHM111-24,115,1250488,0.0,17.0,6.268101761252447,4,1533
BSNHM113-24,1,3308674,0.0,1.0,0.04500978473581213,6,1533
BSNHM114-24,106,5378842,0.0,15.0,5.3352941176470585,3,1530
BSNHM115-24,1399,1225630,28.0,133.0,80.47843137254903,41,1530
BSNHM116-24,1,1827032,0.0,1.0,0.04093567251461988,7,1539
BSNHM117-24,26,1671800,0.0,5.0,1.2826510721247564,17,1539
BSNHM118-24,85,1494823,0.0,12.0,4.584795321637427,25,1539
BSNHM121-24,39,3574450,0.0,10.0,1.833984375,30,1536
BSNHM122-24,248,6443827,0.0,42.0,12.88454011741683,96,1533
BSNHM123-24,476,2129790,8.0,50.0,28.962818003913895,29,1533
BSNHM124-24,123,4667879,0.0,31.0,6.1722113502935425,30,1533
BSNHM125-24,12,1353200,0.0,2.0,0.5362035225048923,1,1533
BSNHM126-24,739,7472966,10.0,67.0,35.56666666666667,16,1530
BSNHM128-24,2,821910,0.0,2.0,0.10526315789473684,17,1539
BSNHM129-24,42,1267516,0.0,8.0,2.6569200779727096,5,1539
BSNHM131-24,86,2093863,0.0,17.0,4.790606653620352,7,1533
BSNHM132-24,30,5415535,0.0,12.0,1.6393762183235867,124,1539
BSNHM133-24,5,1593248,0.0,5.0,0.1568627450980392,0,1530
BSNHM134-24,201,3917881,0.0,31.0,10.694716242661448,75,1533
BSNHM135-24,73,1767107,0.0,11.0,3.8117647058823527,16,1530
BSNHM136-24,124,1774043,0.0,15.0,6.702544031311154,23,1533
BSNHM140-24,1877,2614577,45.0,263.0,135.6315789473684,72,1539
BSNHM141-24,5637,10045360,134.0,614.0,366.72124756335285,78,1539
BSNHM142-24,43,1819111,0.0,7.0,2.487279843444227,12,1533
BSNHM143-24,56,1710048,0.0,9.0,3.107632093933464,13,1533
BSNHM144-24,335,6917391,0.0,65.0,17.73385518590998,35,1533
BSNHM145-24,70,1681016,0.0,16.0,4.2426614481409,65,1533
BSNHM146-24,37,6970428,0.0,11.0,1.735812133072407,38,1533
BSNHM147-24,414,1842405,1.0,53.0,23.905882352941177,23,1530
BSNHM148-24,2360,5536348,15.0,283.0,120.42465753424658,49,1533
BSNHM149-24,80,1773094,0.0,19.0,4.870841487279844,24,1533
BSNHM150-24,967,1550472,17.0,86.0,49.35282651072125,13,1539
BSNHM151-24,1633,6277460,33.0,169.0,85.91960784313726,20,1530
BSNHM152-24,318,5572453,4.0,43.0,19.144249512670566,97,1539
BSNHM153-24,11,6874995,0.0,6.0,0.5906432748538012,97,1539
BSNHM154-24,83,2669204,0.0,13.0,5.209393346379648,9,1533
BSNHM155-24,66,1441437,0.0,13.0,3.4637964774951078,4,1533
BSNHM156-24,15,1473957,0.0,4.0,0.6262230919765166,3,1533
BSNHM157-24,62,2230322,0.0,9.0,3.156555772994129,13,1533
BSNHM158-24,189,5563536,0.0,23.0,10.072407045009784,20,1533
BSNHM159-24,30,2008243,0.0,5.0,1.5401174168297456,1,1533
BSNHM160-24,33,1222077,0.0,8.0,1.7045009784735812,7,1533
BSNHM161-24,45,3724953,0.0,25.0,5.645098039215687,101,1530
BSNHM162-24,194,284526,0.0,65.0,12.526819923371647,8,1566
BSNHM163-24,78,896424,0.0,23.0,4.1423001949317735,73,1539
BSNHM164-24,76,1045414,0.0,17.0,4.202729044834308,7,1539
BSNHM165-24,20,1950966,0.0,5.0,1.2915851272015655,45,1533
BSNHM166-24,141,1972726,1.0,16.0,8.15655577299413,10,1533
BSNHM167-24,28,729331,0.0,14.0,1.2367906066536203,6,1533
BSNHM168-24,399,13135192,4.0,45.0,20.252446183953033,45,1533
BSNHM169-24,31,1580313,0.0,8.0,1.659491193737769,42,1533
BSNHM171-24,294,8387305,0.0,50.0,17.25440313111546,206,1533
BSNHM172-24,306,6317422,0.0,73.0,19.582846003898634,170,1539
BSNHM173-24,3,1369722,0.0,1.0,0.11877394636015326,1,1566
BSNHM174-24,10,3875909,0.0,3.0,0.5048732943469786,48,1539
BSNHM175-24,39,1143941,0.0,7.0,2.0,3,1539
BSNHM176-24,188,2020680,0.0,52.0,11.966731898238747,130,1533
BSNHM177-24,28,2891288,0.0,7.0,1.4227005870841487,1,1533
BSNHM178-24,28,5679757,0.0,7.0,1.2857142857142858,16,1533
BSNHM179-24,89,1675229,0.0,11.0,4.780821917808219,11,1533
BSNHM180-24,260,4816728,1.0,32.0,12.992172211350294,24,1533
BSNHM181-24,63,1779073,0.0,12.0,3.3424657534246576,10,1533
BSNHM183-24,8,1661132,0.0,3.0,0.4191033138401559,5,1539
BSNHM184-24,80,1527123,0.0,11.0,4.2203065134099615,20,1566
BSNHM185-24,122,1668410,2.0,20.0,8.173489278752436,97,1539
BSNHM186-24,90,13219777,0.0,23.0,5.205479452054795,69,1533
BSNHM187-24,29,4002739,0.0,6.0,1.4285714285714286,10,1533
BSNHM188-24,170,2436953,3.0,20.0,10.794117647058824,10,1530
BSNHM189-24,563,8182978,0.0,90.0,26.455968688845402,144,1533
BSNHM190-24,1,1248226,0.0,1.0,0.04892367906066536,4,1533
BSNHM191-24,249,1617241,0.0,32.0,12.11545988258317,70,1533
UNIFI001-23,98,534348,0.0,25.0,4.920077972709552,45,1539
UNIFI002-23,63,168585,0.0,11.0,3.7953216374269005,32,1539
UNIFI003-23,61,2321272,0.0,14.0,3.460038986354776,30,1539
UNIFI004-23,30,1488984,0.0,5.0,1.6666666666666667,18,1539
UNIFI005-23,123,1672586,0.0,20.0,5.94541910331384,21,1539
UNIFI006-23,751,5988255,0.0,146.0,35.89473684210526,141,1539
UNIFI007-23,30,586678,0.0,6.0,1.5867446393762183,9,1539
UNIFI008-23,1276,13891575,0.0,418.0,73.53606237816764,679,1539
UNIFI009-23,27769,25507080,0.0,7375.0,1545.9298245614036,9213,1539
UNIFI010-23,490,4652996,0.0,110.0,26.54775828460039,107,1539
UNIFI011-23,324,825997,0.0,45.0,15.538011695906432,63,1539
UNIFI012-23,7,190486,0.0,2.0,0.3762183235867446,2,1539
UNIFI013-23,128,495019,0.0,27.0,6.1345029239766085,26,1539
UNIFI014-23,91,1316040,0.0,19.0,5.159844054580897,45,1539
UNIFI015-23,375,23477243,0.0,40.0,18.730994152046783,72,1539
UNIFI016-23,721,18691947,0.0,105.0,34.80506822612086,77,1539
UNIFI017-23,63,1023662,0.0,10.0,3.2183235867446394,15,1539
UNIFI018-23,568,3402465,0.0,114.0,28.744639376218323,116,1539
UNIFI019-23,29,1813329,0.0,5.0,1.5692007797270955,13,1539
UNIFI020-23,33,667270,0.0,9.0,1.9083820662768032,9,1539
UNIFI021-23,271,4355909,0.0,52.0,13.927875243664717,100,1539
UNIFI022-23,5645,12944216,0.0,865.0,317.1208576998051,1774,1539
UNIFI023-23,955,853297,0.0,298.0,43.42884990253411,146,1539
UNIFI024-23,10,395269,0.0,6.0,0.6549707602339181,6,1539
