processid	family	species	identification	identification_rank	identification_method	nuc_basecount	nuc_full_basecount	ambig_basecount	ambig_full_basecount	stop_codons	error	fasta_file
BGENL907-24	Cicadellidae	Edwardsiana prunicola	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL908-24	Cicadellidae	Edwardsiana salicicola	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL909-24	Coreidae	Arenocoris waltlii	None	family	BLAST	656	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL910-24	Rhyparochromidae	Megalonotus emarginatus	None	family	BLAST	381	684	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL911-24	Rhyparochromidae	Taphropeltus hamulatus	None	family	BLAST	657	1497	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL912-24	Cicadellidae	Edwardsiana tersa	None	family	BLAST	657	1452	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL913-24	Cicadellidae	Macrosteles cyane	None	family	BLAST	113	225	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL914-24	Cicadellidae	Eupteryx adspersa	None	family	BLAST	657	1452	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL915-24	Cicadellidae	Eupteryx collina	None	family	BLAST	657	1503	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL916-24	Cicadellidae	Eupteryx austriaca	None	family	BLAST	223	822	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL917-24	Cicadellidae	Eurhadina kirschbaumi	None	family	BLAST	657	1482	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL918-24	Cicadellidae	Eupteryx curtisii	None	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL919-24	Cicadellidae	Eupteryx stachydearum	None	family	BLAST	None	0	None	0	0	Local BLAST failed for sequence ''	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL920-24	Cicadellidae	Eupteryx signatipennis	Cicadellidae	family	BLAST	657	1428	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL921-24	Cicadellidae	Eupteryx cyclops	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL922-24	Cicadellidae	Eurhadina ribauti	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL923-24	Cicadellidae	Fagocyba carri	Cicadellidae	family	BLAST	654	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL924-24	Cicadellidae	Forcipata forcipata	Cicadellidae	family	BLAST	654	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL925-24	Cicadellidae	Hephathus nanus	Cicadellidae	family	BLAST	656	1419	2	2	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL926-24	Cicadellidae	Iassus scutellaris	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL927-24	Cicadellidae	Idiocerus herrichii	None	family	BLAST	657	1524	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL928-24	Cicadellidae	Idiocerus similis	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL929-24	Cicadellidae	Idiocerus vicinus	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL930-24	Cicadellidae	Kybos betulicola	Cicadellidae	family	BLAST	656	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL931-24	Cicadellidae	Kybos oshanini	Cicadellidae	family	BLAST	654	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL932-24	Cicadellidae	Kybos rufescens	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL933-24	Cicadellidae	Kybos strigilifer	Cicadellidae	family	BLAST	657	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL934-24	Cicadellidae	Lamprotettix nitidulus	Cicadellidae	family	BLAST	656	1515	3	4	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL935-24	Cicadellidae	Liguropia juniperi	Cicadellidae	family	BLAST	636	1341	0	9	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL936-24	Cicadellidae	Lindbergina aurovittata	Cicadellidae	family	BLAST	510	1260	0	2	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL937-24	Cicadellidae	Macropsis fuscinervis	Cicadellidae	family	BLAST	657	1425	0	7	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL938-24	Cicadellidae	Macropsis megerlei	None	family	BLAST	1	192	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL939-24	Cicadellidae	Macropsis glandacea	Cicadellidae	family	BLAST	655	1515	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL940-24	Cicadellidae	Macropsis scutellata	Cicadellidae	family	BLAST	578	1266	0	8	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL941-24	Cicadellidae	Macropsis viridinervis	Cicadellidae	family	BLAST	657	1497	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL942-24	Cicadellidae	Macrosteles fieberi	Cicadellidae	family	BLAST	393	1161	4	4	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL943-24	Cicadellidae	Ophiola cornicula	Cicadellidae	family	BLAST	656	1446	1	1	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL944-24	Cicadellidae	Ophiola russeola	Cicadellidae	family	BLAST	91	168	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL945-24	Cicadellidae	Ossiannilssonola callosa	Cicadellidae	family	BLAST	657	1491	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL946-24	Cicadellidae	Paluda flaveola	Cicadellidae	family	BLAST	558	1212	0	1	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL947-24	Cicadellidae	Platymetopius guttatus	Cicadellidae	family	BLAST	609	1302	5	12	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL948-24	Cicadellidae	Platymetopius major	Cicadellidae	family	BLAST	656	1476	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL949-24	Cicadellidae	Psammotettix pallidinervis	Cicadellidae	family	BLAST	656	1458	19	19	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
BGENL950-24	Cicadellidae	Rhopalopyx preyssleri	Cicadellidae	family	BLAST	656	1509	0	0	0	None	data/BGE00173_MGE_cox1_insect_universal.fas
NC-BGE00173	None	None	None	family	BLAST	149	222	0	0	0	NC-BGE00173 not in BOLD	data/BGE00173_MGE_cox1_insect_universal.fas
