processid	family	species	identification	identification_rank	identification_method	nuc_basecount	nuc_full_basecount	ambig_basecount	ambig_full_basecount	stop_codons	error	fasta_file
BSNHM1269-24	Chironomidae	Tanytarsus pallidicornis	Chironomidae	family	BLAST	367	804	0	8	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1271-24	Chironomidae	Tanytarsus verralli	None	family	BLAST	1	48	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1272-24	Chironomidae	Tanytarsus reflexens	None	family	BLAST	1	54	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1274-24	Chironomidae	Chironomus dolens	Chironomidae	family	BLAST	372	477	1	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1275-24	Chironomidae	Chironomus hebescens	Chironomidae	family	BLAST	50	288	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1277-24	Chironomidae	Cryptochironomus obreptans	Chironomidae	family	BLAST	558	1344	0	5	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1280-24	Chironomidae	Dicrotendipes futilis	None	family	BLAST	125	639	0	17	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1282-24	Chironomidae	Dicrotendipes pulsus	None	family	BLAST	24	72	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1283-24	Chironomidae	Chironomus macani	None	family	BLAST	52	219	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1284-24	Chironomidae	Endochironomus impar	Chironomidae	family	BLAST	512	612	0	0	1	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1285-24	Chironomidae	Endochironomus involitans	None	family	BLAST	55	171	0	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1286-24	Chironomidae	Endochironomus trichopus	None	family	BLAST	10	30	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1292-24	Chironomidae	Microtendipes diffinis	Chironomidae	family	BLAST	452	549	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1298-24	Chironomidae	Microtendipes separatus	None	family	BLAST	1	33	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1299-24	Chironomidae	Microtendipes tarsalis	None	family	BLAST	29	36	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1305-24	Chironomidae	Parachironomus irretitus	Chironomidae	family	BLAST	80	159	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1307-24	Chironomidae	Parachironomus parilis	Chironomidae	family	BLAST	102	309	0	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1312-24	Chironomidae	Polypedilum patens	None	family	BLAST	23	222	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1314-24	Chironomidae	Arctopelopia expalpans	Chironomidae	family	BLAST	30	144	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1315-24	Chironomidae	Conchapelopia intersepta	Chironomidae	family	BLAST	100	411	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1321-24	Chironomidae	Thienemannimyia fusciceps	Chironomidae	family	BLAST	629	1482	0	2	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1324-24	Chironomidae	Diamesa incallida	Chironomidae	family	BLAST	385	864	1	4	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1325-24	Chironomidae	Diamesa nexilis	Chironomidae	family	BLAST	165	537	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1326-24	Chironomidae	Diamesa pergens	None	family	BLAST	47	117	0	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1327-24	Chironomidae	Diamesa pertracta	None	family	BLAST	1	318	0	2	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1330-24	Chironomidae	Potthastia inscendens	Chironomidae	family	BLAST	46	291	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1335-24	Chironomidae	Pseudokiefferiella parva	None	family	BLAST	1	39	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1336-24	Chironomidae	Parochlus peregrinus	Chironomidae	family	BLAST	91	228	0	3	2	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1338-24	Chironomidae	Prodiamesa obdita	Chironomidae	family	BLAST	49	198	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1339-24	Chironomidae	Prodiamesa perpessa	None	family	BLAST	99	201	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1342-24	Chironomidae	Protanypus caudatus	Chironomidae	family	BLAST	522	1290	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1344-24	Chironomidae	Zavrelimyia hirtimana	Chironomidae	family	BLAST	134	483	0	0	2	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1345-24	Chironomidae	Glyptotendipes viridis	None	family	BLAST	413	882	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1349-24	Chironomidae	Thienemanniella lutea	None	family	BLAST	21	174	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1350-24	Chironomidae	Thienemanniella majuscula	None	family	BLAST	12	87	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1353-24	Chironomidae	Cladotanytarsus mancus	None	family	BLAST	1	120	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1356-24	Chironomidae	Micropsectra aristata	None	family	BLAST	4	39	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1358-24	Chironomidae	Micropsectra nacta	None	family	BLAST	1	141	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1359-24	Chironomidae	Micropsectra notescens	None	family	BLAST	48	162	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1360-24	Chironomidae	Micropsectra occipiens	Chironomidae	family	BLAST	47	279	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1361-24	Chironomidae	Micropsectra offectus	None	family	BLAST	245	528	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1362-24	Chironomidae	Paratanytarsus affinis	None	family	BLAST	37	105	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1363-24	Chironomidae	Paratanytarsus bituberculatus	Chironomidae	family	BLAST	588	1305	0	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1368-24	Chironomidae	Paratanytarsus perlevis	Chironomidae	family	BLAST	634	1416	0	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1369-24	Chironomidae	Micropsectra chionophila	Chironomidae	family	BLAST	656	1530	0	8	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1372-24	Chironomidae	Smittia contingens	None	family	BLAST	52	216	0	0	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
BSNHM1373-24	Chironomidae	Cladotanytarsus vanderwulpi	Chironomidae	family	BLAST	654	1530	0	1	0	None	data/2024-08-26 BGE chironomids NOT UPLOADED to BOLD.fasta
