processid	family	species	identification	identification_rank	identification_method	nuc_basecount	nuc_full_basecount	ambig_basecount	ambig_full_basecount	stop_codons	error	fasta_file
BGENL1018-24	Histeridae	Saprinus virescens	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1019-24	Histeridae	Saprinus virescens	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1020-24	Histeridae	Atholus praetermissus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1021-24	Histeridae	Atholus praetermissus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1022-24	Carabidae	Amara fusca	None	family	BLAST	422	846	14	14	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1023-24	Carabidae	Amara fusca	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1024-24	Carabidae	Amara montana	None	family	BLAST	657	1464	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1025-24	Carabidae	Amara montana	None	family	BLAST	426	432	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1026-24	Carabidae	Amara montana	None	family	BLAST	657	1527	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1027-24	Carabidae	Calosoma reticulatum	None	family	BLAST	167	765	0	13	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1028-24	Carabidae	Calosoma reticulatum	None	family	BLAST	645	1350	2	11	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1029-24	Carabidae	Calosoma reticulatum	None	family	BLAST	656	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1030-24	Carabidae	Limodromus krynickii	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1031-24	Carabidae	Limodromus krynickii	None	family	BLAST	632	1464	0	1	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1032-24	Carabidae	Plochionus pallens	None	family	BLAST	657	1479	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1033-24	Carabidae	Plochionus pallens	None	family	BLAST	513	885	5	7	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1034-24	Carabidae	Plochionus pallens	None	family	BLAST	87	300	0	28	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1035-24	Carabidae	Harpalus progrediens	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1036-24	Carabidae	Philorhizus quadrisignatus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1037-24	Carabidae	Philorhizus quadrisignatus	None	family	BLAST	657	1527	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1038-24	Kateretidae	Brachypterolus anthirrhini	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1039-24	Laemophloeidae	Leptophloeus clematidis	None	family	BLAST	656	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1040-24	Laemophloeidae	Leptophloeus clematidis	None	family	BLAST	656	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1041-24	Laemophloeidae	Leptophloeus clematidis	None	family	BLAST	657	1419	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1042-24	Kateretidae	Brachypterolus anthirrhini	None	family	BLAST	657	1440	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1043-24	Scarabaeidae	Amphimallon ochraceum	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1044-24	Scarabaeidae	Amphimallon ochraceum	None	family	BLAST	92	303	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL1045-24	Scarabaeidae	Amphimallon ochraceum	None	family	BLAST	645	1218	12	17	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL951-24	Scarabaeidae	Serica brunnea	None	family	BLAST	652	1368	24	49	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL952-24	Scarabaeidae	Serica brunnea	None	family	BLAST	584	1221	34	35	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL953-24	Scarabaeidae	Protaetia cuprea metallica	None	family	BLAST	656	1365	27	82	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL954-24	Scarabaeidae	Protaetia cuprea metallica	None	family	BLAST	656	1527	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL955-24	Scarabaeidae	Protaetia cuprea metallica	None	family	BLAST	491	1140	4	4	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL956-24	Agyrtidae	Agyrtes castaneus	None	family	BLAST	656	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL957-24	Agyrtidae	Agyrtes castaneus	None	family	BLAST	656	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL958-24	Agyrtidae	Agyrtes castaneus	None	family	BLAST	656	1509	0	11	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL959-24	Gyrinidae	Aulonogyrus concinnus	None	family	BLAST	656	1515	1	3	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL960-24	Gyrinidae	Aulonogyrus concinnus	None	family	BLAST	330	411	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL961-24	Gyrinidae	Aulonogyrus concinnus	None	family	BLAST	41	78	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL962-24	Haliplidae	Haliplus varius	None	family	BLAST	348	420	1	2	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL963-24	Carabidae	Bembidion humerale	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL964-24	Carabidae	Bembidion humerale	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL965-24	Histeridae	Atholus bimaculatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL966-24	Histeridae	Atholus bimaculatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL967-24	Histeridae	Atholus bimaculatus	None	family	BLAST	445	681	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL968-24	Histeridae	Atholus praetermissus	None	family	BLAST	635	1350	23	37	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL969-24	Histeridae	Hister bissexstriatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL970-24	Histeridae	Hister bissexstriatus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL971-24	Histeridae	Hister bissexstriatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL972-24	Histeridae	Hister helluo	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL973-24	Histeridae	Hister helluo	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL974-24	Histeridae	Hister helluo	None	family	BLAST	204	924	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL975-24	Histeridae	Hypocaccus crassipes	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL976-24	Histeridae	Hypocaccus crassipes	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL977-24	Histeridae	Hypocaccus crassipes	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL978-24	Histeridae	Hypocaccus dimidiatus	None	family	BLAST	321	816	3	21	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL979-24	Histeridae	Hypocaccus dimidiatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL980-24	Histeridae	Hypocaccus dimidiatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL981-24	Histeridae	Margarinotus bipustulatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL982-24	Histeridae	Margarinotus bipustulatus	None	family	BLAST	60	273	0	31	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL983-24	Histeridae	Margarinotus bipustulatus	None	family	BLAST	657	1524	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL984-24	Histeridae	Margarinotus neglectus	None	family	BLAST	657	1527	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL985-24	Histeridae	Margarinotus neglectus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL986-24	Histeridae	Margarinotus neglectus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL987-24	Histeridae	Platysoma angustatum	None	family	BLAST	657	1527	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL988-24	Histeridae	Platysoma angustatum	None	family	BLAST	657	1524	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL989-24	Histeridae	Platysoma angustatum	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL990-24	Histeridae	Plegaderus vulneratus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL991-24	Histeridae	Plegaderus vulneratus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL992-24	Histeridae	Plegaderus vulneratus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL993-24	Histeridae	Saprinus virescens	None	family	BLAST	657	1482	2	20	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL994-24	Histeridae	Acritus komai	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL995-24	Histeridae	Atholus corvinus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL996-24	Histeridae	Atholus corvinus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL997-24	Histeridae	Atholus corvinus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL998-24	Histeridae	Chalcionellus decemstriatus	None	family	BLAST	657	1527	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
BGENL999-24	Histeridae	Chalcionellus decemstriatus	None	family	BLAST	657	1515	0	0	0	None	data/BGE00174_MGE_cox1_insect_universal.fas
NC-BGE00174	None	None	None	family	BLAST	181	285	0	0	0	NC-BGE00174 not in BOLD	data/BGE00174_MGE_cox1_insect_universal.fas
