Process ID,n_reads,n_aligned,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
BGENL074-23,414,4894935,0.0,112.0,21.301369863013697,34,1533
BGENL075-23,1639,3860058,27.0,177.0,90.64579256360078,40,1533
BGENL076-23,196,3746929,0.0,35.0,11.424657534246576,29,1533
BGENL077-23,902,2570525,6.0,92.0,47.44422700587084,16,1533
BGENL078-23,50,315947,0.0,13.0,2.649706457925636,3,1533
BGENL079-23,923,2436803,19.0,136.0,61.29941291585127,216,1533
BGENL080-23,961,9917896,9.0,99.0,58.04500978473581,23,1533
BGENL081-23,441,11227630,0.0,62.0,26.365949119373777,22,1533
BGENL082-23,106,942498,0.0,19.0,5.986301369863014,21,1533
BGENL083-23,234,4010214,2.0,36.0,12.540117416829746,24,1533
BGENL084-23,54,1307802,0.0,15.0,3.131115459882583,13,1533
BGENL085-23,44,711424,0.0,14.0,2.586407766990291,28,1545
BGENL086-23,215,2691172,0.0,48.0,13.188349514563107,8,1545
BGENL087-23,27,909278,0.0,6.0,1.4388349514563106,24,1545
BGENL088-23,92,3148855,0.0,14.0,5.868884540117417,12,1533
BGENL089-23,159,2015478,0.0,24.0,8.401174168297455,1,1533
BGENL090-23,643,3499252,8.0,85.0,36.29354207436399,69,1533
BGENL091-23,153,1446226,0.0,27.0,8.353398058252427,39,1545
BGENL092-23,60,383675,0.0,12.0,3.5029126213592234,14,1545
BGENL093-23,147,1597011,0.0,26.0,7.613592233009709,17,1545
BGENL094-23,990,19370245,0.0,104.0,51.20776699029126,11,1545
BGENL095-23,1542,32374661,0.0,134.0,83.54757281553398,16,1545
BGENL096-23,7112,45670188,35.0,878.0,470.6555772994129,650,1533
BGENL097-23,3063,41491185,8.0,405.0,194.41878669275928,245,1533
BGENL098-23,1455,23211015,9.0,175.0,96.73189823874755,118,1533
BGENL099-23,4853,12180156,118.0,398.0,288.133072407045,26,1533
BGENL100-23,122,459923,0.0,21.0,8.559686888454012,32,1533
BGENL101-23,12636,65629234,394.0,1023.0,759.9432485322897,99,1533
BGENL102-23,4700,22295633,97.0,405.0,281.5675146771037,297,1533
BGENL103-23,46,394454,0.0,10.0,2.88454011741683,20,1533
BGENL104-23,1246,4096065,32.0,119.0,72.03131115459882,14,1533
BGENL105-23,1709,19702752,59.0,166.0,119.33268101761253,33,1533
BGENL106-23,2280,12877459,80.0,213.0,149.80234833659492,23,1533
BGENL107-23,1581,4146959,51.0,191.0,109.13502935420743,19,1533
BGENL108-23,1139,2400860,33.0,163.0,80.49119373776908,162,1533
BGENL109-23,47397,7175012,2386.0,5072.0,3651.320939334638,534,1533
BGENL110-23,1343,14506998,47.0,139.0,103.56947162426614,16,1533
BGENL111-23,3697,36139370,72.0,373.0,262.7827788649706,633,1533
BGENL112-23,662,3028747,12.0,103.0,42.54207436399217,36,1533
BGENL113-23,5986,31903130,106.0,860.0,361.99608610567515,144,1533
BGENL114-23,714,25397376,8.0,103.0,45.968688845401175,56,1533
BGENL115-23,101,3754713,0.0,16.0,6.291585127201565,5,1533
BGENL116-23,348,6426346,0.0,60.0,25.39921722113503,40,1533
BGENL117-23,1837,12669820,2.0,217.0,144.11350293542074,148,1533
BGENL118-23,1400,7791574,11.0,167.0,94.07045009784736,72,1533
BGENL119-23,154,1760199,0.0,22.0,10.144814090019569,18,1533
BGENL120-23,187,5741849,2.0,30.0,12.592954990215263,14,1533
BGENL121-23,4744,38958828,97.0,435.0,299.19373776908026,18,1533
BGENL122-23,984,1650650,20.0,90.0,55.956947162426616,32,1533
BGENL123-23,481,11338755,4.0,49.0,25.810176125244617,7,1533
BGENL124-23,194,7634875,0.0,24.0,12.421359223300971,7,1545
BGENL125-23,25235,5067064,0.0,2633.0,1738.6,346,1545
BGENL126-23,1710,10578296,0.0,169.0,115.30097087378641,34,1545
BGENL127-23,698,13818719,18.0,83.0,44.98238747553816,44,1533
BGENL128-23,864,8963848,14.0,91.0,55.88649706457926,31,1533
BGENL129-23,18449,72684900,575.0,1932.0,1255.9158512720157,171,1533
BGENL130-23,1717,1507759,0.0,234.0,128.3307240704501,330,1533
BGENL131-23,26,160977,0.0,8.0,1.6849315068493151,6,1533
BGENL132-23,2312,25596061,3.0,245.0,157.66340508806263,333,1533
BGENL133-23,4112,53529484,0.0,462.0,253.32289628180038,344,1533
BGENL134-23,764,3410555,0.0,113.0,55.68688845401174,88,1533
BGENL135-23,6835,2020899,0.0,840.0,541.7221135029354,746,1533
BGENL136-23,272,14080203,1.0,56.0,16.549902152641877,122,1533
BGENL137-23,2735,36469032,0.0,355.0,158.75342465753425,235,1533
BGENL138-23,1293,3018183,0.0,180.0,86.40508806262231,136,1533
BGENL139-23,1131,23686399,0.0,151.0,73.53816046966732,91,1533
BGENL140-23,95,1323427,0.0,20.0,5.974559686888454,42,1533
BGENL141-23,1454,12048232,0.0,187.0,101.41095890410959,175,1533
BGENL142-23,2568,11033292,0.0,359.0,190.8003913894325,419,1533
BGENL143-23,685,8421182,0.0,81.0,46.454011741682976,82,1533
BGENL144-23,785,18279655,0.0,91.0,50.651663405088065,88,1533
BGENL145-23,500,30430119,1.0,57.0,30.205479452054796,78,1533
BGENL146-23,1661,16886263,2.0,201.0,115.09001956947162,151,1533
BGENL147-23,8300,4862652,1.0,947.0,638.3620352250489,263,1533
BGENL148-23,2762,26026694,0.0,223.0,157.6829745596869,71,1533
BGENL149-23,4167,4564665,0.0,511.0,294.3913894324853,163,1533
BGENL150-23,2783,3438444,24.0,324.0,206.51663405088064,458,1533
BGENL151-23,1207,1112395,13.0,151.0,87.5518590998043,237,1533
BGENL152-23,938,9461029,15.0,109.0,67.3972602739726,134,1533
BGENL153-23,6935,10311159,203.0,643.0,494.23679060665364,145,1533
BGENL154-23,64,512390,0.0,10.0,4.373776908023483,21,1533
BGENL155-23,737,286175,8.0,86.0,51.037181996086105,27,1533
BGENL156-23,28631,3841791,849.0,3232.0,2246.917808219178,1671,1533
BGENL157-23,2613,1232981,32.0,294.0,186.8160469667319,143,1533
BGENL158-23,6556,1318080,141.0,696.0,456.46183953033267,181,1533
BGENL159-23,1028,5388575,5.0,113.0,54.18786692759296,14,1533
BGENL160-23,4418,6503627,32.0,437.0,253.96477495107632,12,1533
BGENL161-23,807,1200419,2.0,101.0,44.22504892367906,25,1533
BGENL162-23,541,11557572,3.0,58.0,36.9412915851272,48,1533
BGENL163-23,627,7815125,2.0,76.0,41.663405088062625,81,1533
BGENL164-23,10,114608,0.0,4.0,0.7318982387475538,0,1533
BGENL165-23,12790,81566452,21.0,1564.0,877.2504892367906,741,1533
BGENL166-23,7837,61962606,8.0,880.0,544.3737769080235,511,1533
BGENL167-23,766,7527605,1.0,92.0,53.935420743639924,40,1533
BGENL168-23,1499,6716822,9.0,168.0,108.60665362035225,152,1533
BGENL169-23,1827,42538970,9.0,230.0,124.46379647749511,130,1533
BGENL170-23,702,1900283,1.0,116.0,50.92759295499022,140,1533
BGENL171-23,5895,39515884,245.0,553.0,444.5812133072407,241,1533
BGENL172-23,24997,1457290,917.0,2454.0,1951.8884540117417,850,1533
BGENL173-23,76,844961,0.0,16.0,5.569471624266145,83,1533
BGENL174-23,1574,11626681,30.0,174.0,104.13111545988258,47,1533
BGENL175-23,694,2184894,17.0,88.0,45.7279843444227,34,1533
BGENL176-23,65,1335738,0.0,14.0,4.185909980430528,19,1533
BGENL177-23,472,2975966,5.0,50.0,28.97651663405088,11,1533
BGENL178-23,740,940145,8.0,89.0,41.71232876712329,56,1533
BGENL179-23,1081,8892809,12.0,110.0,57.74951076320939,15,1533
BGENL180-23,1769,354839,51.0,214.0,129.73972602739727,57,1533
BGENL181-23,2277,2179397,41.0,259.0,118.93542074363992,69,1533
BGENL182-23,106,1421070,0.0,37.0,7.213307240704501,79,1533
BGENL183-23,570,6912732,0.0,85.0,32.94716242661448,88,1533
BGENL184-23,2578,16488100,32.0,314.0,155.15655577299412,90,1533
BGENL185-23,1673,9259359,25.0,189.0,109.46575342465754,47,1533
BGENL186-23,953,3801871,17.0,106.0,57.90998043052838,81,1533
BGENL187-23,476,621763,10.0,55.0,29.56751467710372,34,1533
BGENL188-23,304,2220276,0.0,40.0,17.23679060665362,35,1533
BGENL189-23,1128,1077970,28.0,182.0,83.19960861056751,89,1533
BGENL190-23,36,343633,0.0,12.0,2.6262230919765166,19,1533
BSNHM002-24,20,2884916,0.0,8.0,1.1745098039215687,16,1530
BSNHM003-24,785,4710870,15.0,98.0,49.24853228962818,0,1533
BSNHM004-24,11485,3441860,0.0,1068.0,759.8923679060665,325,1533
BSNHM005-24,16,1124482,0.0,10.0,0.8258317025440313,26,1533
BSNHM006-24,341,14213927,0.0,65.0,18.77495107632094,81,1533
BSNHM007-24,195,4236930,0.0,37.0,11.414872798434443,5,1533
BSNHM008-24,94,12691718,0.0,24.0,5.01761252446184,4,1533
BSNHM009-24,204,10368834,0.0,28.0,10.346379647749512,32,1533
BSNHM010-24,16,3524795,0.0,9.0,1.1859099804305284,27,1533
BSNHM011-24,42558,8285421,437.0,4400.0,2593.1272015655577,40,1533
BSNHM012-24,4,4267601,0.0,2.0,0.18003913894324852,4,1533
BSNHM013-24,154,3309647,0.0,32.0,8.843137254901961,12,1530
BSNHM014-24,38,2476252,0.0,14.0,2.1252446183953033,40,1533
BSNHM015-24,62,3143816,0.0,12.0,3.5420743639921723,26,1533
BSNHM016-24,36,1198349,0.0,36.0,1.5703125,0,1536
BSNHM017-24,882,5061901,25.0,93.0,56.99412915851272,4,1533
BSNHM018-24,338,4472426,0.0,50.0,19.44031311154599,49,1533
BSNHM019-24,1735,4324726,41.0,213.0,129.12328767123287,6,1533
BSNHM020-24,73,3207079,0.0,10.0,3.716242661448141,1,1533
BSNHM021-24,23128,4217755,675.0,2472.0,1621.5176470588235,60,1530
BSNHM022-24,68,969561,0.0,42.0,4.305283757338552,0,1533
BSNHM023-24,1275,12420703,2.0,159.0,66.7279843444227,14,1533
BSNHM024-24,494,3056181,0.0,104.0,26.47358121330724,32,1533
BSNHM025-24,43,7273777,0.0,14.0,3.0097847358121332,131,1533
BSNHM026-24,27,400134,0.0,8.0,1.8512720156555773,6,1533
BSNHM027-24,2435,36254833,0.0,258.0,126.03522504892368,10,1533
BSNHM028-24,50,1599831,0.0,16.0,3.2367906066536203,9,1533
BSNHM029-24,15,4191186,0.0,8.0,1.162426614481409,23,1533
BSNHM030-24,25,3917025,0.0,6.0,1.461839530332681,24,1533
BSNHM031-24,67,3273300,0.0,14.0,3.563600782778865,26,1533
BSNHM032-24,702,14052609,0.0,91.0,35.31702544031311,1,1533
BSNHM033-24,81,4050537,0.0,18.0,4.346379647749511,9,1533
BSNHM034-24,74,4323288,0.0,16.0,4.176125244618396,7,1533
BSNHM035-24,59,2292135,0.0,9.0,3.1702544031311155,25,1533
BSNHM037-24,53,2464371,0.0,15.0,2.579256360078278,4,1533
BSNHM038-24,299,2544976,0.0,63.0,18.968688845401175,53,1533
BSNHM039-24,1490,5045999,41.0,132.0,87.0880626223092,6,1533
BSNHM040-24,282,17376993,0.0,45.0,16.270058708414872,131,1533
BSNHM041-24,899,1573235,0.0,159.0,50.136986301369866,180,1533
BSNHM042-24,391,6072179,0.0,86.0,19.84344422700587,14,1533
BSNHM043-24,1337,12470772,10.0,199.0,70.44422700587084,4,1533
BSNHM044-24,410,7064287,4.0,44.0,22.001956947162427,1,1533
BSNHM045-24,162,23028647,0.0,26.0,8.060665362035225,3,1533
BSNHM046-24,120,1339814,0.0,22.0,6.812133072407045,8,1533
BSNHM047-24,1474,1586472,14.0,230.0,82.95303326810176,3,1533
BSNHM048-24,778,4242504,1.0,137.0,49.42465753424658,24,1533
BSNHM049-24,66,811103,0.0,36.0,3.060665362035225,0,1533
BSNHM050-24,92,1728441,0.0,37.0,4.76803118908382,17,1539
BSNHM051-24,14,4397614,0.0,4.0,0.7019607843137254,2,1530
BSNHM052-24,60,2655314,0.0,10.0,3.6673189823874757,2,1533
BSNHM053-24,1261,12605347,0.0,223.0,73.81996086105676,253,1533
BSNHM054-24,488,3188596,8.0,58.0,28.25440313111546,13,1533
BSNHM055-24,617,4850660,9.0,69.0,39.80430528375734,2,1533
BSNHM056-24,147,3935281,0.0,26.0,8.344422700587085,2,1533
BSNHM057-24,95,3241956,0.0,13.0,6.385518590998043,0,1533
BSNHM058-24,3448,15062244,0.0,479.0,178.76908023483367,150,1533
BSNHM059-24,4107,3634170,34.0,353.0,251.1839530332681,19,1533
BSNHM060-24,110,9536631,0.0,22.0,5.665362035225049,4,1533
BSNHM061-24,336,15371936,2.0,55.0,17.608610567514678,5,1533
BSNHM062-24,4236,21463745,107.0,467.0,234.635477582846,24,1539
BSNHM063-24,36,3414750,0.0,14.0,1.8571428571428572,20,1533
BSNHM064-24,60,2947178,0.0,10.0,3.0547945205479454,14,1533
BSNHM065-24,430,3044446,0.0,87.0,24.96673189823875,52,1533
BSNHM066-24,10,1354282,0.0,6.0,0.40313111545988256,3,1533
BSNHM067-24,166,3523695,1.0,31.0,9.170254403131116,3,1533
BSNHM068-24,355,4935037,4.0,50.0,20.9119373776908,2,1533
BSNHM069-24,2048,13067184,2.0,240.0,94.2133072407045,25,1533
BSNHM070-24,2378,1354291,46.0,310.0,145.34833659491193,3,1533
BSNHM071-24,1153,4167482,0.0,109.0,68.6477495107632,19,1533
BSNHM072-24,85,17392277,0.0,15.0,4.373776908023483,3,1533
BSNHM073-24,185,13481469,0.0,26.0,9.172549019607843,0,1530
BSNHM074-24,665,9707069,4.0,84.0,32.641325536062375,65,1539
BSNHM075-24,8,1715669,0.0,4.0,0.700587084148728,9,1533
BSNHM076-24,95,2596746,0.0,20.0,5.223091976516634,15,1533
BSNHM078-24,272,9579283,0.0,66.0,15.960861056751467,15,1533
BSNHM079-24,9,3485472,0.0,6.0,0.5342465753424658,0,1533
BSNHM080-24,1623,12890077,26.0,187.0,86.03137254901961,12,1530
BSNHM082-24,740,2946752,12.0,86.0,42.98825831702544,4,1533
BSNHM083-24,4,6386310,0.0,4.0,0.2974559686888454,12,1533
BSNHM084-24,50,16655733,0.0,15.0,2.4568627450980394,5,1530
BSNHM085-24,951,14962974,0.0,109.0,52.1,36,1530
BSNHM086-24,442,10174668,4.0,48.0,24.13894324853229,6,1533
BSNHM087-24,1354,15958814,0.0,132.0,76.63013698630137,35,1533
BSNHM088-24,2748,6066989,46.0,316.0,166.77299412915852,13,1533
BSNHM089-24,17,1764859,0.0,12.0,1.0528375733855186,55,1533
BSNHM090-24,10,1821975,0.0,6.0,0.6810176125244618,18,1533
BSNHM091-24,316,10906747,2.0,30.0,16.213307240704502,3,1533
BSNHM092-24,78,3508121,0.0,12.0,4.183953033268102,0,1533
BSNHM093-24,72,12208904,0.0,16.0,3.9315068493150687,32,1533
BSNHM094-24,80,3328179,0.0,18.0,3.9452054794520546,18,1533
BSNHM095-24,210,17028929,0.0,39.0,10.436399217221135,9,1533
BSNHM096-24,65,5860589,0.0,24.0,4.866666666666666,143,1530
BSNHM097-24,6,2432406,0.0,2.0,0.25048923679060664,8,1533
BSNHM098-24,374,16579235,0.0,56.0,19.532289628180038,64,1533
BSNHM099-24,445,13759630,0.0,58.0,20.301369863013697,0,1533
BSNHM101-24,525,2390062,0.0,84.0,31.516634050880626,119,1533
BSNHM102-24,214,10718288,0.0,30.0,10.488235294117647,5,1530
BSNHM103-24,22,5123498,0.0,16.0,1.0,0,1530
BSNHM104-24,168,3567869,0.0,24.0,9.521235521235521,3,1554
BSNHM105-24,182,15010475,0.0,32.0,8.654970760233919,3,1539
BSNHM106-24,1205,3058364,0.0,183.0,71.49119373776908,441,1533
BSNHM107-24,225,3129612,3.0,32.0,15.571428571428571,2,1533
BSNHM108-24,337,5381962,0.0,70.0,17.273972602739725,4,1533
BSNHM109-24,70,2969307,0.0,13.0,3.958984375,31,1536
BSNHM110-24,514,2927737,6.0,96.0,27.87279843444227,26,1533
BSNHM111-24,232,2650117,0.0,34.0,12.594911937377692,4,1533
BSNHM113-24,6,4168975,0.0,4.0,0.30919765166340507,4,1533
BSNHM114-24,215,11746111,0.0,30.0,10.91764705882353,0,1530
BSNHM115-24,2827,2873351,63.0,250.0,158.6764705882353,2,1530
BSNHM116-24,2,3249457,0.0,2.0,0.08187134502923976,16,1539
BSNHM117-24,59,3304620,0.0,14.0,3.042884990253411,29,1539
BSNHM118-24,179,2394301,2.0,20.0,9.311890838206628,22,1539
BSNHM121-24,104,7413604,0.0,24.0,5.16796875,28,1536
BSNHM122-24,629,14112987,0.0,86.0,33.31506849315068,52,1533
BSNHM123-24,979,4411138,25.0,98.0,59.0,24,1533
BSNHM124-24,294,10233811,0.0,63.0,15.230919765166341,8,1533
BSNHM125-24,24,2862341,0.0,4.0,1.0724070450097847,1,1533
BSNHM126-24,1499,18051900,20.0,133.0,72.07450980392157,0,1530
BSNHM128-24,17,943707,0.0,11.0,1.101364522417154,11,1539
BSNHM129-24,86,2957025,0.0,16.0,5.333333333333333,7,1539
BSNHM131-24,182,4226478,0.0,32.0,9.943248532289628,0,1533
BSNHM132-24,106,6859051,0.0,43.0,6.8635477582846,163,1539
BSNHM133-24,10,2981148,0.0,10.0,0.3137254901960784,0,1530
BSNHM134-24,466,7961191,0.0,67.0,25.40900195694716,84,1533
BSNHM135-24,147,3687379,0.0,22.0,7.67843137254902,14,1530
BSNHM136-24,269,3141240,0.0,28.0,14.821917808219178,25,1533
BSNHM137-24,8,650882,0.0,8.0,0.5009784735812133,6,1533
BSNHM140-24,3697,5245367,78.0,506.0,252.2066276803119,118,1539
BSNHM141-24,11186,21426728,263.0,1191.0,699.3040935672515,61,1539
BSNHM142-24,97,3428154,0.0,17.0,5.653620352250489,10,1533
BSNHM143-24,118,3474659,0.0,17.0,6.536203522504892,20,1533
BSNHM144-24,722,14394885,2.0,129.0,38.43835616438356,11,1533
BSNHM145-24,228,3567978,0.0,39.0,14.299412915851272,50,1533
BSNHM146-24,97,10973199,0.0,22.0,5.174168297455969,45,1533
BSNHM147-24,815,3673610,2.0,101.0,46.25686274509804,21,1530
BSNHM148-24,4760,12311696,30.0,561.0,242.97260273972603,7,1533
BSNHM149-24,155,3981904,0.0,34.0,8.726027397260275,23,1533
BSNHM150-24,1938,3310343,36.0,168.0,98.78362573099415,2,1539
BSNHM151-24,3264,14354488,66.0,335.0,170.78627450980392,6,1530
BSNHM152-24,682,8470711,9.0,102.0,41.62183235867447,110,1539
BSNHM153-24,41,6583391,0.0,22.0,2.8635477582846005,171,1539
BSNHM154-24,175,4952614,1.0,24.0,11.003913894324853,2,1533
BSNHM155-24,138,2977175,0.0,26.0,7.195694716242661,2,1533
BSNHM156-24,30,2752218,0.0,8.0,1.2524461839530332,6,1533
BSNHM157-24,131,4536801,0.0,18.0,6.704500978473582,20,1533
BSNHM158-24,392,14077929,0.0,58.0,21.412915851272015,0,1533
BSNHM159-24,61,4074250,0.0,11.0,3.1741682974559686,0,1533
BSNHM160-24,66,2127720,0.0,16.0,3.3679060665362037,8,1533
BSNHM161-24,141,5596019,0.0,49.0,12.231372549019607,242,1530
BSNHM162-24,295,544911,0.0,104.0,16.53448275862069,0,1566
BSNHM163-24,206,1965766,0.0,51.0,10.52046783625731,59,1539
BSNHM164-24,146,2274301,0.0,30.0,7.682261208576998,13,1539
BSNHM165-24,77,3219585,0.0,26.0,5.438356164383562,55,1533
BSNHM166-24,296,3968531,2.0,32.0,16.88454011741683,2,1533
BSNHM167-24,69,1497960,0.0,29.0,3.152641878669276,0,1533
BSNHM168-24,868,28555441,8.0,99.0,44.240704500978474,14,1533
BSNHM169-24,106,3530389,0.0,18.0,5.882583170254403,39,1533
BSNHM171-24,797,17205384,0.0,132.0,48.205479452054796,189,1533
BSNHM172-24,772,17165630,0.0,148.0,49.187134502923975,79,1539
BSNHM173-24,8,1716198,0.0,4.0,0.4099616858237548,0,1566
BSNHM174-24,34,9869380,0.0,6.0,1.9473684210526316,65,1539
BSNHM175-24,81,2519710,0.0,14.0,4.181286549707602,3,1539
BSNHM176-24,581,4018889,0.0,111.0,36.79647749510763,35,1533
BSNHM177-24,56,5804502,0.0,12.0,2.8140900195694716,0,1533
BSNHM178-24,64,10440839,0.0,15.0,3.1037181996086107,26,1533
BSNHM179-24,193,3502957,2.0,22.0,10.555772994129159,4,1533
BSNHM180-24,556,11570574,2.0,70.0,27.992172211350294,4,1533
BSNHM181-24,136,3623063,0.0,24.0,7.178082191780822,10,1533
BSNHM183-24,22,3703205,0.0,6.0,1.1403508771929824,3,1539
BSNHM184-24,169,3102865,0.0,24.0,8.875478927203066,44,1566
BSNHM185-24,284,3357846,4.0,46.0,17.94541910331384,134,1539
BSNHM186-24,262,26548399,0.0,45.0,15.823874755381604,60,1533
BSNHM187-24,62,9166259,0.0,12.0,3.076320939334638,16,1533
BSNHM188-24,346,4894225,5.0,39.0,21.13529411764706,9,1530
BSNHM189-24,1362,11630494,0.0,176.0,65.90019569471625,43,1533
BSNHM190-24,3,2329101,0.0,2.0,0.19373776908023482,8,1533
BSNHM191-24,613,3107976,0.0,64.0,30.956947162426616,13,1533
UNIFI001-23,252,1684924,0.0,51.0,13.037037037037036,28,1539
UNIFI002-23,170,530341,0.0,24.0,10.403508771929825,19,1539
UNIFI003-23,153,4977620,0.0,30.0,8.744639376218323,17,1539
UNIFI004-23,79,3307090,0.0,14.0,4.428849902534113,12,1539
UNIFI005-23,284,3397829,0.0,41.0,13.859649122807017,1,1539
UNIFI006-23,1720,12023001,0.0,294.0,84.10526315789474,40,1539
UNIFI007-23,71,1209198,0.0,17.0,3.935672514619883,5,1539
UNIFI008-23,3493,27674688,0.0,837.0,204.82456140350877,307,1539
UNIFI009-23,66636,50546141,0.0,13964.0,3755.0877192982457,3582,1539
UNIFI010-23,1124,9392055,0.0,215.0,60.81481481481482,53,1539
UNIFI011-23,746,1690426,0.0,89.0,36.62573099415204,13,1539
UNIFI012-23,16,364071,0.0,4.0,0.8830409356725146,2,1539
UNIFI013-23,295,1026123,0.0,56.0,14.518518518518519,12,1539
UNIFI014-23,219,2618521,0.0,38.0,12.528265107212476,46,1539
UNIFI015-23,830,46847110,0.0,80.0,41.4541910331384,40,1539
UNIFI016-23,1547,37652180,0.0,209.0,74.84405458089668,23,1539
UNIFI017-23,138,2116843,0.0,20.0,7.153996101364522,15,1539
UNIFI018-23,1292,6837983,0.0,226.0,66.51851851851852,63,1539
UNIFI019-23,77,3663353,0.0,12.0,4.202729044834308,5,1539
UNIFI020-23,77,1378112,0.0,24.0,4.41130604288499,6,1539
