ambig_basecount	ambig_full_basecount	error	family	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons	fasta_file
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1491	Dolichopodidae	BGENL615-23	Dolichopus arbustorum	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Chloropidae,Drosophilidae	BGENL616-23	Hydrophorus balticus	0	data/BGE00170_MGE_cox1_insect_universal.fas
3	7	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1347	Anthocoridae,Dolichopodidae,Fergusoninidae	BGENL617-23	Hydrophorus balticus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	93	333	Hydrophilidae,Lycidae,Cerambycidae,Dolichopodidae,Micropezidae,Muscidae,Fanniidae	BGENL618-23	Hydrophorus balticus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Drosophilidae,Piophilidae	BGENL619-23	Hydrophorus oceanus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Drosophilidae,Sphaeroceridae,Piophilidae	BGENL620-23	Hydrophorus oceanus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1491	Dolichopodidae,Drosophilidae,Piophilidae	BGENL621-23	Hydrophorus oceanus	0	data/BGE00170_MGE_cox1_insect_universal.fas
5	7	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1506	Syrphidae,Drosophilidae,Sphaeroceridae	BGENL622-23	Hydrophorus signiferus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Syrphidae,Drosophilidae	BGENL623-23	Hydrophorus signiferus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Syrphidae,Drosophilidae,Tephritidae	BGENL624-23	Hydrophorus signiferus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	655	1515	Dolichopodidae,Drosophilidae,Sphaeroceridae,Ulidiidae	BGENL625-23	Medetera plumbella	0	data/BGE00170_MGE_cox1_insect_universal.fas
1	1	None	Dolichopodidae	Dolichopodidae	BLAST	family	655	1515	Dolichopodidae,Drosophilidae,Sphaeroceridae,Ulidiidae	BGENL626-23	Medetera plumbella	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	655	1515	Dolichopodidae,Drosophilidae,Sphaeroceridae,Ulidiidae	BGENL627-23	Medetera plumbella	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1524	Dolichopodidae,Drosophilidae	BGENL628-23	Melanostolus melancholicus	0	data/BGE00170_MGE_cox1_insect_universal.fas
15	36	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1461	Syrphidae,Drosophilidae,Ephydridae	BGENL629-23	Melanostolus melancholicus	0	data/BGE00170_MGE_cox1_insect_universal.fas
3	40	None	Dolichopodidae	Dolichopodidae	BLAST	family	514	1272	Drosophilidae,Pallopteridae,Sarcophagidae	BGENL630-23	Melanostolus melancholicus	0	data/BGE00170_MGE_cox1_insect_universal.fas
33	37	None	Dolichopodidae	Dolichopodidae	BLAST	family	519	1014	Dytiscidae,Syrphidae,Chloropidae,Agromyzidae,Anthomyzidae,Hippoboscidae	BGENL631-23	Muscidideicus praetextatus	0	data/BGE00170_MGE_cox1_insect_universal.fas
12	14	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1491	Dolichopodidae,Syrphidae,Drosophilidae,Ephydridae	BGENL632-23	Muscidideicus praetextatus	0	data/BGE00170_MGE_cox1_insect_universal.fas
9	13	None	Dolichopodidae	Dolichopodidae	BLAST	family	612	1419	Empididae,Dolichopodidae,Drosophilidae	BGENL633-23	Muscidideicus praetextatus	0	data/BGE00170_MGE_cox1_insect_universal.fas
18	60	None	Dolichopodidae	Dolichopodidae	BLAST	family	531	1338	Conopidae,Fergusoninidae,Muscidae,Sarcophagidae	BGENL634-23	Orthoceratium sabulosum	0	data/BGE00170_MGE_cox1_insect_universal.fas
8	8	None	Dolichopodidae	Dolichopodidae	BLAST	family	418	828	Tortricidae	BGENL635-23	Orthoceratium sabulosum	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	296	459	Tephritidae,Calliphoridae,Papilionidae	BGENL636-23	Orthoceratium sabulosum	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1515	Empididae,Dolichopodidae,Drosophilidae	BGENL637-23	Rhaphium antennatum	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	15	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1374	Empididae,Dolichopodidae,Syrphidae,Drosophilidae,Muscidae	BGENL638-23	Rhaphium antennatum	0	data/BGE00170_MGE_cox1_insect_universal.fas
2	8	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1374	Empididae,Dolichopodidae,Syrphidae,Drosophilidae,Muscidae	BGENL639-23	Rhaphium antennatum	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	10	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Drosophilidae	BGENL640-23	Rhaphium appendiculatum	0	data/BGE00170_MGE_cox1_insect_universal.fas
1	4	None	Dolichopodidae	Dolichopodidae	BLAST	family	519	1155	Dolichopodidae	BGENL641-23	Rhaphium appendiculatum	0	data/BGE00170_MGE_cox1_insect_universal.fas
2	2	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1293	Empididae,Dolichopodidae,Drosophilidae	BGENL642-23	Rhaphium appendiculatum	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Syrphidae,Drosophilidae,Sphaeroceridae	BGENL643-23	Scellus notatus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1527	Dolichopodidae,Syrphidae,Drosophilidae,Sphaeroceridae,Anthomyiidae	BGENL644-23	Scellus notatus	0	data/BGE00170_MGE_cox1_insect_universal.fas
38	57	None	Dolichopodidae	Dolichopodidae	BLAST	family	593	1284	Dolichopodidae,Drosophilidae,Muscidae,Calliphoridae	BGENL645-23	Scellus notatus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1524	Empididae,Dolichopodidae,Drosophilidae	BGENL646-23	Thinophilus versutus	0	data/BGE00170_MGE_cox1_insect_universal.fas
15	27	None	Dolichopodidae	Dolichopodidae	BLAST	family	419	996	Syrphidae,Drosophilidae,Agromyzidae,Muscidae,Anthomyiidae	BGENL647-23	Thinophilus versutus	0	data/BGE00170_MGE_cox1_insect_universal.fas
17	32	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1422	Tettigoniidae,Reduviidae,Ninidae,Vespidae	BGENL648-23	Chrysotus monochaetus	0	data/BGE00170_MGE_cox1_insect_universal.fas
21	35	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1386	Drosophilidae,Pallopteridae	BGENL649-23	Diaphorus winthelmi	0	data/BGE00170_MGE_cox1_insect_universal.fas
23	44	None	Dolichopodidae	Dolichopodidae	BLAST	family	585	1221	Culicidae,Dolichopodidae,Oecophoridae,Erebidae,Papilionidae,Pyralidae,Crambidae	BGENL650-23	Diaphorus winthelmi	0	data/BGE00170_MGE_cox1_insect_universal.fas
2	2	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1491	Empididae,Dolichopodidae,Drosophilidae,Sphaeroceridae,Pallopteridae	BGENL651-23	Neurigona erichsoni	0	data/BGE00170_MGE_cox1_insect_universal.fas
14	15	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Empididae,Dolichopodidae,Syrphidae,Drosophilidae,Micropezidae	BGENL652-23	Neurigona erichsoni	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Empididae,Dolichopodidae,Syrphidae,Drosophilidae,Anthomyiidae	BGENL653-23	Rhaphium fascipes	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1515	Dolichopodidae,Drosophilidae	BGENL654-23	Rhaphium fascipes	0	data/BGE00170_MGE_cox1_insect_universal.fas
49	63	None	Dolichopodidae	Dolichopodidae	BLAST	family	575	1233	Drosophilidae,Tephritidae,Muscidae,Fanniidae	BGENL655-23	Sciapus contristans	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1515	Dolichopodidae,Drosophilidae,Ephydridae	BGENL656-23	Sciapus contristans	0	data/BGE00170_MGE_cox1_insect_universal.fas
3	21	None	Dolichopodidae	Dolichopodidae	BLAST	family	96	390	Reduviidae	BGENL657-23	Sciapus contristans	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	3	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1515	Dolichopodidae	BGENL658-23	Sciapus laetus	0	data/BGE00170_MGE_cox1_insect_universal.fas
18	43	None	Dolichopodidae	Dolichopodidae	BLAST	family	260	948	Scythrididae,Tortricidae,Nymphalidae,Geometridae	BGENL659-23	Sciapus laetus	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Dolichopodidae	Dolichopodidae	BLAST	family	656	1515	Dolichopodidae	BGENL660-23	Sciapus laetus	0	data/BGE00170_MGE_cox1_insect_universal.fas
41	48	None	Dolichopodidae	Dolichopodidae	BLAST	family	479	1149	Tettigoniidae,Culicidae,Drosophilidae,Fergusoninidae,Pyrgotidae,Lonchaeidae,Tachinidae,Papilionidae	BGENL661-23	Sciapus lobipes	0	data/BGE00170_MGE_cox1_insect_universal.fas
2	2	None	Dolichopodidae	Dolichopodidae	BLAST	family	657	1515	Dolichopodidae,Drosophilidae	BGENL662-23	Sciapus lobipes	0	data/BGE00170_MGE_cox1_insect_universal.fas
39	43	None	Dolichopodidae	Dolichopodidae	BLAST	family	465	924	Empididae,Dolichopodidae,Chloropidae,Noctuidae,Crambidae	BGENL663-23	Sciapus lobipes	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Conopidae	Conopidae	BLAST	family	656	1515	Conopidae,Psilidae,Drosophilidae,Sphaeroceridae,Muscidae	BGENL664-23	Myopa picta	0	data/BGE00170_MGE_cox1_insect_universal.fas
0	0	None	Conopidae	Conopidae	BLAST	family	657	1515	Syrphidae,Conopidae,Psilidae,Muscidae	BGENL665-23	Myopa picta	0	data/BGE00170_MGE_cox1_insect_universal.fas
