processid	family	species	identification	identification_rank	identification_method	nuc_basecount	nuc_full_basecount	ambig_basecount	ambig_full_basecount	stop_codons	error	fasta_file
BGENL1249-24	Rhagionidae	Chrysopilus cristatus	Rhagionidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1250-24	Rhagionidae	Chrysopilus cristatus	Rhagionidae	family	BLAST	414	534	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1251-24	Rhagionidae	Chrysopilus splendidus	Rhagionidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1252-24	Rhagionidae	Chrysopilus splendidus	Rhagionidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1253-24	Rhagionidae	Chrysopilus splendidus	None	family	BLAST	97	243	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1253-24	Rhagionidae	Chrysopilus splendidus	Rhagionidae	family	BLAST	657	1356	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1253-24	Rhagionidae	Chrysopilus splendidus	None	family	BLAST	38	60	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1254-24	Rhagionidae	Rhagio notatus	Rhagionidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1254-24	Rhagionidae	Rhagio notatus	Rhagionidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1255-24	Rhagionidae	Rhagio notatus	Rhagionidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1256-24	Rhagionidae	Rhagio notatus	Rhagionidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1257-24	Mycetophilidae	Exechia nitidicollis	Mycetophilidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1258-24	Rhagionidae	Chrysopilus laetus	Rhagionidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1259-24	Rhagionidae	Chrysopilus laetus	None	family	BLAST	34	69	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1259-24	Rhagionidae	Chrysopilus laetus	Rhagionidae	family	BLAST	657	1293	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1259-24	Rhagionidae	Chrysopilus laetus	None	family	BLAST	93	270	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1261-24	Sarcophagidae	Agria mamillata	Sarcophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1262-24	Sarcophagidae	Agria mamillata	Sarcophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1263-24	Sarcophagidae	Metopia grandii	Sarcophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1264-24	Sarcophagidae	Metopia grandii	Sarcophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1265-24	Sarcophagidae	Metopia grandii	Sarcophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1266-24	Sarcophagidae	Phrosinella nasuta	Sarcophagidae	family	BLAST	656	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1267-24	Sarcophagidae	Phrosinella nasuta	Sarcophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1268-24	Sarcophagidae	Phrosinella nasuta	Sarcophagidae	family	BLAST	276	342	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1269-24	Scathophagidae	Norellia spinipes	Scathophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1270-24	Scathophagidae	Norellia spinipes	Scathophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1271-24	Scathophagidae	Norellia spinipes	Scathophagidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1272-24	Scathophagidae	Scathophaga scybalaria	Scathophagidae	family	BLAST	656	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1273-24	Scathophagidae	Scathophaga scybalaria	Scathophagidae	family	BLAST	656	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1274-24	Scathophagidae	Scathophaga scybalaria	Scathophagidae	family	BLAST	656	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1275-24	Scatopsidae	Anapausis soluta	None	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1276-24	Scatopsidae	Anapausis soluta	Scatopsidae	family	BLAST	311	471	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1277-24	Scatopsidae	Anapausis soluta	None	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1278-24	Scatopsidae	Aspistes berolinensis	None	family	BLAST	656	1545	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1280-24	Scatopsidae	Aspistes berolinensis	None	family	BLAST	656	1545	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1283-24	Scatopsidae	Rhexoza subnitensis	Scatopsidae	family	BLAST	118	201	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1283-24	Scatopsidae	Rhexoza subnitensis	None	family	BLAST	657	1173	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1284-24	Scatopsidae	Swammerdamella brevicornis	None	family	BLAST	315	693	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1284-24	Scatopsidae	Swammerdamella brevicornis	Scatopsidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1286-24	Scatopsidae	Swammerdamella brevicornis	Scatopsidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1287-24	Scatopsidae	Thripomorpha cooki	Scatopsidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1288-24	Scatopsidae	Thripomorpha cooki	Scatopsidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1289-24	Scatopsidae	Thripomorpha cooki	Scatopsidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1290-24	Scatopsidae	Thripomorpha coxendix	Scatopsidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1292-24	Sphaeroceridae	Copromyza nigrina	Sphaeroceridae	family	BLAST	152	264	0	0	1	None	data/BGE00180_S2M_cox1.fasta
BGENL1293-24	Sphaeroceridae	Copromyza nigrina	Sphaeroceridae	family	BLAST	261	297	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1294-24	Sphaeroceridae	Ischiolepta denticulata	Sphaeroceridae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1295-24	Sphaeroceridae	Thoracochaeta brachystoma	Sphaeroceridae	family	BLAST	261	300	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1298-24	Stratiomyidae	Beris strobli	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1299-24	Stratiomyidae	Beris strobli	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1300-24	Stratiomyidae	Chorisops nagatomii	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1301-24	Stratiomyidae	Chorisops nagatomii	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1302-24	Stratiomyidae	Chorisops nagatomii	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1306-24	Stratiomyidae	Odontomyia annulata	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1307-24	Stratiomyidae	Odontomyia annulata	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1308-24	Stratiomyidae	Odontomyia annulata	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1309-24	Stratiomyidae	Odontomyia hydroleon	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1310-24	Stratiomyidae	Odontomyia hydroleon	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1311-24	Stratiomyidae	Odontomyia hydroleon	Stratiomyidae	family	BLAST	614	1431	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1312-24	Stratiomyidae	Oxycera analis	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1313-24	Stratiomyidae	Oxycera meigenii	Stratiomyidae	family	BLAST	656	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1314-24	Stratiomyidae	Oxycera meigenii	Stratiomyidae	family	BLAST	656	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1315-24	Stratiomyidae	Stratiomys cenisia	Stratiomyidae	family	BLAST	655	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1316-24	Stratiomyidae	Stratiomys cenisia	Stratiomyidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1317-24	Stratiomyidae	Stratiomys cenisia	Stratiomyidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1318-24	Stratiomyidae	Stratiomys chamaeleon	Stratiomyidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1319-24	Stratiomyidae	Stratiomys chamaeleon	Stratiomyidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1320-24	Stratiomyidae	Stratiomys chamaeleon	Stratiomyidae	family	BLAST	656	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1321-24	Stratiomyidae	Stratiomys equestris	Stratiomyidae	family	BLAST	655	1495	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1321-24	Stratiomyidae	Stratiomys equestris	None	family	BLAST	3	102	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1322-24	Stratiomyidae	Stratiomys equestris	Stratiomyidae	family	BLAST	657	1536	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1323-24	Stratiomyidae	Zabrachia tenella	None	family	BLAST	175	309	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1324-24	Stratiomyidae	Zabrachia tenella	Stratiomyidae	family	BLAST	657	1543	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1325-24	Stratiomyidae	Zabrachia tenella	None	family	BLAST	176	327	0	0	9	None	data/BGE00180_S2M_cox1.fasta
BGENL1326-24	Syrphidae	Callicera fagesii	Syrphidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1328-24	Syrphidae	Cheilosia griseiventris	Syrphidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
BGENL1330-24	Syrphidae	Cheilosia griseiventris	Syrphidae	family	BLAST	657	1539	0	0	0	None	data/BGE00180_S2M_cox1.fasta
