ambig_basecount	ambig_full_basecount	error	family	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons	fasta_file
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL202-23	Lobesia porrectana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL203-23	Amphicoecia adamana	0	data/BGE00169_MGE_cox1_insect_universal.fas
21	42	None	Tortricidae	Tortricidae	BLAST	family	657	1482	Tortricidae	BGENL204-23	Clepsis rolandriana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	656	1527	Tortricidae	BGENL205-23	Cnephasia orientana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL206-23	Acleris undulana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	3	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL207-23	Aethes scalana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL208-23	Pelochrista mancipiana	0	data/BGE00169_MGE_cox1_insect_universal.fas
32	84	None	Tortricidae	Tortricidae	BLAST	family	569	1418	Tortricidae	BGENL209-23	Cochylimorpha obliquana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL210-23	Cydia elpore	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL211-23	Cydia zebeana	0	data/BGE00169_MGE_cox1_insect_universal.fas
31	53	None	Tortricidae	Tortricidae	BLAST	family	633	1191	Tortricidae,Bombycidae,Erebidae,Lycaenidae,Nymphalidae	BGENL212-23	Epiblema sarmatana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL213-23	Eugnosta hydrargyrana	0	data/BGE00169_MGE_cox1_insect_universal.fas
35	35	None	Tortricidae	Tortricidae	BLAST	family	445	948	Tortricidae	BGENL214-23	Lobesia quaggana	0	data/BGE00169_MGE_cox1_insect_universal.fas
7	30	None	Tortricidae	Tortricidae	BLAST	family	657	1434	Tortricidae	BGENL215-23	Aphelia albociliana	0	data/BGE00169_MGE_cox1_insect_universal.fas
12	12	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Oecophoridae,Cosmopterigidae,Tortricidae,Limacodidae,Noctuidae,Pyralidae,Crambidae,Drepanidae	BGENL216-23	Clepsis unicolorana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	656	1515	Tortricidae	BGENL217-23	Eana cottiana	0	data/BGE00169_MGE_cox1_insect_universal.fas
2	2	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL218-23	Acroclita guanchana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL219-23	Aethes anthina	0	data/BGE00169_MGE_cox1_insect_universal.fas
3	5	None	Tortricidae	Tortricidae	BLAST	family	646	1437	Endromidae,Noctuidae,Erebidae,Geometridae	BGENL220-23	Bactra legitima	0	data/BGE00169_MGE_cox1_insect_universal.fas
8	33	None	Tortricidae	Tortricidae	BLAST	family	381	1065	Gelechiidae,Oecophoridae,Coleophoridae,Depressariidae,Nymphalidae	BGENL221-23	Prochlidonia amiantana	0	data/BGE00169_MGE_cox1_insect_universal.fas
19	32	None	Tortricidae	Tortricidae	BLAST	family	615	1389	Tortricidae	BGENL222-23	Cydia funebrana	0	data/BGE00169_MGE_cox1_insect_universal.fas
3	3	None	Tortricidae	Tortricidae	BLAST	family	648	1506	Oecophoridae,Limacodidae,Papilionidae	BGENL223-23	Diceratura infantana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	656	1515	Tortricidae	BGENL224-23	Epinotia cedricida	0	data/BGE00169_MGE_cox1_insect_universal.fas
3	3	None	Tortricidae	Tortricidae	BLAST	family	212	795	Noctuidae,Nolidae,Erebidae,Euteliidae,Crambidae,Geometridae	BGENL225-23	Eupoecilia cebrana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1509	Tortricidae	BGENL226-23	Pammene juniperana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1479	Tortricidae	BGENL227-23	Aphelia peramplana	0	data/BGE00169_MGE_cox1_insect_universal.fas
26	30	None	Tortricidae	Tortricidae	BLAST	family	656	1527	Tortricidae	BGENL228-23	Clepsis coriacanus	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	170	441	Notodontidae,Erebidae,Geometridae	BGENL229-23	Eana joannisi	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL230-23	Adoxophyes orana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL231-23	Agapeta angelana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL232-23	Bactra simpliciana	0	data/BGE00169_MGE_cox1_insect_universal.fas
1	9	None	Tortricidae	Tortricidae	BLAST	family	656	1458	Tortricidae	BGENL233-23	Cochylimorpha meridiana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL234-23	Cydia negatana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL235-23	Gynnidomorpha alismana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL236-23	Eucosma albuneana	0	data/BGE00169_MGE_cox1_insect_universal.fas
37	48	None	Tortricidae	Tortricidae	BLAST	family	529	756	Dolichopodidae,Phoridae	BGENL237-23	Grapholita internana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL238-23	Pammene agnotana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL239-23	Choristoneura lafauryana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL240-23	Clepsis danilevskyi	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL241-23	Lozotaenia mabilliana	0	data/BGE00169_MGE_cox1_insect_universal.fas
8	33	None	Tortricidae	Tortricidae	BLAST	family	540	1095	Depressariidae,Papilionidae,Crambidae,Hesperiidae,Geometridae	BGENL242-23	Aethes deaurana	0	data/BGE00169_MGE_cox1_insect_universal.fas
4	4	None	Tortricidae	Tortricidae	BLAST	family	521	1131	Lecithoceridae,Limacodidae,Saturniidae,Geometridae	BGENL243-23	Agapeta largana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1491	Tortricidae	BGENL244-23	Clavigesta sylvestrana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL245-23	Rudisociaria expeditana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1422	Tortricidae	BGENL246-23	Phiaris delitana	0	data/BGE00169_MGE_cox1_insect_universal.fas
8	20	None	Tortricidae	Tortricidae	BLAST	family	587	1386	Tortricidae	BGENL247-23	Dichrorampha distinctana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL248-23	Selania capparidana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL249-23	Phiaris inquietana	0	data/BGE00169_MGE_cox1_insect_universal.fas
10	11	None	Tortricidae	Tortricidae	BLAST	family	657	1329	Tortricidae,Noctuidae	BGENL250-23	Pammene christophana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	1	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL251-23	Choristoneura murinana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL252-23	Clepsis praeclarana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL253-23	Oporopsamma wertheimsteini	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL254-23	Aethes mauritanica	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	1	None	Tortricidae	Tortricidae	BLAST	family	656	1500	Tortricidae,Noctuidae,Geometridae	BGENL255-23	Aneuxanthis locupletana	0	data/BGE00169_MGE_cox1_insect_universal.fas
25	32	None	Tortricidae	Tortricidae	BLAST	family	442	1050	Tortricidae,Limacodidae,Geometridae	BGENL256-23	Philedonides rhombicana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL257-23	Cochylimorpha santolinana	0	data/BGE00169_MGE_cox1_insect_universal.fas
11	43	None	Tortricidae	Tortricidae	BLAST	family	606	1452	Staphylinidae,Hydraenidae,Culicidae,Phoridae,Syrphidae,Drosophilidae	BGENL258-23	Cydia milleniana	0	data/BGE00169_MGE_cox1_insect_universal.fas
9	19	None	Tortricidae	Tortricidae	BLAST	family	654	1425	Tortricidae	BGENL259-23	Dichrorampha gemellana	0	data/BGE00169_MGE_cox1_insect_universal.fas
9	12	None	Tortricidae	Tortricidae	BLAST	family	648	1443	Tortricidae	BGENL260-23	Eucosma cumulana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	22	None	Tortricidae	Tortricidae	BLAST	family	454	1191	Tortricidae	BGENL261-23	Lobesia andereggiana	3	data/BGE00169_MGE_cox1_insect_universal.fas
1	17	None	Tortricidae	Tortricidae	BLAST	family	567	1239	Tortricidae,Noctuidae,Crambidae	BGENL262-23	Philedonides seeboldiana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL263-23	Choristoneura simonyi	0	data/BGE00169_MGE_cox1_insect_universal.fas
1	6	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL264-23	Cnephasia chrysantheana	0	data/BGE00169_MGE_cox1_insect_universal.fas
8	37	None	Tortricidae	Tortricidae	BLAST	family	505	1221	Tortricidae,Crambidae,Geometridae	BGENL265-23	Oxypteron impar	0	data/BGE00169_MGE_cox1_insect_universal.fas
29	63	None	Tortricidae	Tortricidae	BLAST	family	548	1155	Tortricidae,Papilionidae	BGENL266-23	Aethes tornella	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	1	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL267-23	Apotomis geminata	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL268-23	Cochylimorpha nodulana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL269-23	Commophila aeneana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL270-23	Cydia semicinctana	0	data/BGE00169_MGE_cox1_insect_universal.fas
18	63	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae,Drepanidae	BGENL271-23	Dichrorampha harpeana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL272-23	Phtheochroa frigidana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Noctuidae	Noctuidae	BLAST	family	657	1515	Noctuidae,Nolidae,Erebidae	BGENL273-23	Acontiola lascivalis	0	data/BGE00169_MGE_cox1_insect_universal.fas
4	7	None	Tortricidae	Tortricidae	BLAST	family	512	1080	Endromidae,Nymphalidae,Pyralidae,Geometridae	BGENL274-23	Pelochrista decolorana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1491	Tortricidae	BGENL275-23	Clepsis aerosana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Crambidae	Crambidae	BLAST	family	656	1515	Crambidae	BGENL276-23	Achyra	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL277-23	Pandemis chondrillana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Pyralidae	Pyralidae	BLAST	family	657	1515	Pyralidae	BGENL278-23	Acrobasis dulcella	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	3	None	Tortricidae	Tortricidae	BLAST	family	657	1527	Tortricidae	BGENL279-23	Apotomis lutosana	0	data/BGE00169_MGE_cox1_insect_universal.fas
1	1	None	Tortricidae	Tortricidae	BLAST	family	657	1464	Tortricidae,Geometridae	BGENL280-23	Cochylimorpha hedemanniana	0	data/BGE00169_MGE_cox1_insect_universal.fas
17	26	None	Tortricidae	Tortricidae	BLAST	family	657	1515	Tortricidae	BGENL281-23	Cydia adenocarpi	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	0	None	Pyralidae	Pyralidae	BLAST	family	657	1515	Pyralidae	BGENL282-23	Acrobasis romanella	0	data/BGE00169_MGE_cox1_insect_universal.fas
20	71	None	Tortricidae	Tortricidae	BLAST	family	307	897	Oecophoridae,Noctuidae,Nymphalidae,Pyralidae	BGENL283-23	Ditula joannisiana	0	data/BGE00169_MGE_cox1_insect_universal.fas
0	3	None	Tortricidae	Tortricidae	BLAST	family	657	1473	Tortricidae	BGENL284-23	Eucosma fervidana	0	data/BGE00169_MGE_cox1_insect_universal.fas
8	13	None	Noctuidae	Noctuidae	BLAST	family	570	1395	Cosmopterigidae,Gracillariidae,Noctuidae,Nymphalidae,Crambidae	BGENL285-23	Acontiola	0	data/BGE00169_MGE_cox1_insect_universal.fas
