Process ID,n_reads,n_aligned,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
BGENL081-23,330,5656898,1.0,40.0,16.900195694716242,107,1533
BGENL082-23,87,476924,0.0,12.0,4.158512720156556,24,1533
BGENL083-23,223,2033698,1.0,23.0,9.596868884540118,54,1533
BGENL084-23,48,657690,0.0,9.0,2.2563600782778863,41,1533
BGENL085-23,47,346643,0.0,8.0,2.2427184466019416,21,1545
BGENL086-23,158,1350645,0.0,25.0,8.467961165048544,13,1545
BGENL087-23,51,455856,0.0,11.0,1.9533980582524273,31,1545
BGENL088-23,58,1592706,0.0,8.0,3.4187866927592956,62,1533
BGENL089-23,144,1016079,0.0,18.0,6.138943248532289,19,1533
BGENL090-23,558,1859024,8.0,69.0,27.66340508806262,328,1533
BGENL091-23,131,745294,0.0,14.0,5.916504854368932,60,1545
BGENL092-23,48,192372,0.0,10.0,2.471844660194175,16,1545
BGENL093-23,163,812557,0.0,20.0,7.104854368932039,43,1545
BGENL094-23,1123,10379303,1.0,78.0,44.8621359223301,55,1545
BGENL095-23,1271,17859847,0.0,98.0,58.0873786407767,140,1545
BGENL096-23,4994,24640429,38.0,524.0,304.9021526418787,792,1533
BGENL097-23,2226,21996654,11.0,241.0,126.18786692759295,384,1533
BGENL098-23,1059,11821305,9.0,114.0,61.205479452054796,401,1533
BGENL099-23,3274,6094104,114.0,246.0,175.3757338551859,119,1533
BGENL100-23,80,220652,0.0,15.0,5.4129158512720155,24,1533
BGENL101-23,8792,33638578,290.0,704.0,474.8590998043053,372,1533
BGENL102-23,3322,11202835,92.0,270.0,175.58512720156557,565,1533
BGENL103-23,28,194616,0.0,7.0,1.7221135029354206,38,1533
BGENL104-23,826,2085345,25.0,72.0,44.50880626223092,33,1533
BGENL105-23,1150,9839375,45.0,181.0,73.05479452054794,357,1533
BGENL106-23,1467,6524779,47.0,135.0,88.72407045009784,277,1533
BGENL107-23,910,2088259,33.0,104.0,61.528375733855185,82,1533
BGENL108-23,734,1198664,26.0,100.0,51.980430528375734,162,1533
BGENL109-23,28056,3795503,1578.0,3211.0,2304.0567514677105,518,1533
BGENL110-23,819,7208152,40.0,109.0,58.6614481409002,294,1533
BGENL111-23,2280,17131115,62.0,227.0,155.16046966731898,1322,1533
BGENL112-23,446,1517850,7.0,61.0,26.035225048923678,75,1533
BGENL113-23,4895,16045497,87.0,673.0,248.48336594911936,646,1533
BGENL114-23,653,13427707,17.0,59.0,34.31702544031311,554,1533
BGENL115-23,77,1882991,0.0,10.0,4.138943248532289,40,1533
BGENL116-23,235,3262602,0.0,33.0,15.870841487279844,132,1533
BGENL117-23,1071,6408172,9.0,133.0,86.96477495107632,361,1533
BGENL118-23,876,3888412,9.0,93.0,55.86888454011741,99,1533
BGENL119-23,111,879292,0.0,14.0,6.471624266144814,33,1533
BGENL120-23,136,2909911,2.0,17.0,8.299412915851272,78,1533
BGENL121-23,3091,19540655,84.0,291.0,177.78473581213308,294,1533
BGENL122-23,707,813210,16.0,57.0,36.019569471624266,36,1533
BGENL123-23,399,5607583,4.0,27.0,17.823874755381606,54,1533
BGENL124-23,152,3849829,0.0,18.0,8.031067961165048,735,1545
BGENL125-23,16064,2609001,0.0,1572.0,1125.7941747572816,468,1545
BGENL126-23,1031,5351585,0.0,97.0,67.95145631067962,984,1545
BGENL127-23,457,6953994,11.0,46.0,26.563600782778867,270,1533
BGENL128-23,556,4494311,16.0,50.0,32.67318982387476,126,1533
BGENL129-23,11832,37077340,511.0,1139.0,773.0371819960861,1125,1533
BGENL130-23,1161,775047,0.0,165.0,88.40508806262231,236,1533
BGENL131-23,19,78661,0.0,6.0,1.091976516634051,9,1533
BGENL132-23,2133,13033058,3.0,315.0,116.55772994129158,891,1533
BGENL133-23,3150,26984616,5.0,265.0,166.3307240704501,834,1533
BGENL134-23,466,1715321,0.0,64.0,33.12915851272016,100,1533
BGENL135-23,4368,1060424,9.0,567.0,377.174168297456,630,1533
BGENL136-23,266,7199417,1.0,37.0,12.436399217221135,237,1533
BGENL137-23,2481,18838861,0.0,228.0,117.68297455968688,788,1533
BGENL138-23,849,1611340,0.0,104.0,52.36986301369863,164,1533
BGENL139-23,800,12227893,0.0,89.0,46.18982387475538,455,1533
BGENL140-23,82,730784,0.0,12.0,4.297455968688846,58,1533
BGENL141-23,1035,6158707,3.0,114.0,65.84344422700588,356,1533
BGENL142-23,1791,5866964,0.0,251.0,135.4637964774951,512,1533
BGENL143-23,475,4323682,0.0,49.0,28.747553816046967,291,1533
BGENL144-23,692,9170624,1.0,89.0,35.62818003913895,397,1533
BGENL145-23,491,15274245,2.0,54.0,23.105675146771038,790,1533
BGENL146-23,1144,8525340,1.0,130.0,71.29158512720157,429,1533
BGENL147-23,5177,2541818,1.0,614.0,419.73972602739724,246,1533
BGENL148-23,2512,13090032,1.0,195.0,115.09393346379647,485,1533
BGENL149-23,2614,2331725,0.0,312.0,183.31115459882582,192,1533
BGENL150-23,1934,1838511,22.0,205.0,146.87866927592955,425,1533
BGENL151-23,795,560778,9.0,86.0,57.83757338551859,204,1533
BGENL152-23,622,4830838,11.0,59.0,41.6320939334638,355,1533
BGENL153-23,4397,5426138,210.0,382.0,307.4637964774951,256,1533
BGENL154-23,36,241053,0.0,5.0,2.3737769080234834,20,1533
BGENL155-23,445,135394,11.0,46.0,29.898238747553815,18,1533
BGENL156-23,19011,2015183,1038.0,2302.0,1620.7827788649706,1231,1533
BGENL157-23,1710,608220,52.0,190.0,121.7573385518591,133,1533
BGENL158-23,4337,680800,130.0,431.0,298.94520547945206,179,1533
BGENL159-23,874,2690629,15.0,68.0,38.59295499021526,74,1533
BGENL160-23,2996,3321159,45.0,252.0,154.4559686888454,63,1533
BGENL161-23,555,584898,4.0,56.0,27.55968688845401,54,1533
BGENL162-23,385,5811973,4.0,38.0,23.090019569471625,177,1533
BGENL163-23,454,3937594,3.0,48.0,26.737769080234834,165,1533
BGENL164-23,6,57030,0.0,2.0,0.40313111545988256,2,1533
BGENL165-23,8567,43238980,52.0,886.0,548.4227005870841,1342,1533
BGENL166-23,5221,32378321,51.0,549.0,346.3444227005871,1059,1533
BGENL167-23,482,3834424,2.0,53.0,32.08023483365949,125,1533
BGENL168-23,946,3421138,10.0,107.0,65.74951076320939,181,1533
BGENL169-23,1377,21506990,11.0,138.0,81.34442270058709,941,1533
BGENL170-23,490,975482,3.0,74.0,35.02348336594912,169,1533
BGENL171-23,3699,20009034,214.0,342.0,278.2230919765166,606,1533
BGENL172-23,15172,754130,874.0,1503.0,1260.7377690802348,588,1533
BGENL173-23,73,400423,0.0,12.0,4.628180039138943,65,1533
BGENL174-23,1106,5874802,20.0,99.0,65.00195694716243,225,1533
BGENL175-23,468,1121827,13.0,50.0,29.46966731898239,54,1533
BGENL176-23,60,677058,0.0,12.0,3.3933463796477494,38,1533
BGENL177-23,361,1497510,5.0,31.0,18.829745596868886,58,1533
BGENL178-23,682,476899,6.0,77.0,32.89628180039139,90,1533
BGENL179-23,1315,4299940,19.0,100.0,54.007827788649706,98,1533
BGENL180-23,1076,174377,50.0,130.0,81.33659491193738,50,1533
BGENL181-23,3167,1092884,42.0,237.0,126.59295499021526,240,1533
BGENL182-23,87,761202,0.0,18.0,5.367906066536204,103,1533
BGENL183-23,448,3491985,0.0,47.0,22.475538160469668,182,1533
BGENL184-23,2183,8275045,51.0,198.0,108.6027397260274,511,1533
BGENL185-23,1254,4658980,28.0,106.0,71.59686888454011,387,1533
BGENL186-23,768,1919605,13.0,65.0,39.448140900195696,212,1533
BGENL187-23,344,305954,6.0,30.0,19.569471624266146,31,1533
BGENL188-23,320,1111711,2.0,30.0,14.324853228962818,122,1533
BGENL189-23,840,598418,30.0,127.0,63.657534246575345,108,1533
BGENL190-23,28,166207,0.0,9.0,1.8727984344422701,33,1533
BSNHM002-24,22,1418678,0.0,6.0,0.9117647058823529,14,1530
BSNHM003-24,500,2301210,9.0,54.0,28.65753424657534,30,1533
BSNHM004-24,7946,1740798,0.0,649.0,469.2818003913894,393,1533
BSNHM005-24,19,1024488,0.0,6.0,0.6771037181996086,17,1533
BSNHM006-24,483,8307003,0.0,57.0,19.03913894324853,170,1533
BSNHM007-24,197,2064039,0.0,30.0,8.917808219178083,60,1533
BSNHM008-24,157,6326697,1.0,21.0,5.471624266144814,34,1533
BSNHM009-24,430,4720017,1.0,36.0,14.052837573385519,54,1533
BSNHM010-24,65,3410267,0.0,9.0,1.786692759295499,30,1533
BSNHM011-24,30394,3413114,472.0,2726.0,1631.1350293542075,89,1533
BSNHM012-24,88,1271685,0.0,11.0,2.344422700587084,14,1533
BSNHM013-24,153,1928947,0.0,19.0,6.929411764705883,19,1530
BSNHM014-24,41,1854158,0.0,7.0,1.6947162426614482,40,1533
BSNHM015-24,73,2034908,0.0,7.0,3.056751467710372,37,1533
BSNHM016-24,62,621716,0.0,25.0,1.91015625,0,1536
BSNHM017-24,551,2566424,17.0,53.0,33.5812133072407,139,1533
BSNHM018-24,314,2286256,0.0,34.0,14.342465753424657,103,1533
BSNHM019-24,1036,2128473,27.0,127.0,74.55968688845401,89,1533
BSNHM020-24,86,1552505,0.0,12.0,3.24853228962818,33,1533
BSNHM021-24,13452,2116718,392.0,1375.0,914.8156862745099,125,1530
BSNHM022-24,101,497717,0.0,36.0,4.616438356164384,0,1533
BSNHM023-24,2023,5595766,13.0,186.0,71.40508806262231,75,1533
BSNHM024-24,487,1746126,0.0,68.0,21.45792563600783,31,1533
BSNHM025-24,62,6898052,0.0,17.0,2.9334637964774952,122,1533
BSNHM026-24,26,178467,0.0,6.0,1.3620352250489236,25,1533
BSNHM027-24,2882,17074479,0.0,221.0,111.0958904109589,196,1533
BSNHM028-24,57,1384464,0.0,10.0,2.5577299412915853,16,1533
BSNHM029-24,53,3990587,0.0,25.0,1.7553816046966733,30,1533
BSNHM030-24,33,3493330,0.0,11.0,1.203522504892368,27,1533
BSNHM031-24,68,1960652,0.0,8.0,2.675146771037182,38,1533
BSNHM032-24,1377,6255874,6.0,108.0,46.414872798434445,54,1533
BSNHM033-24,128,2011490,0.0,13.0,4.722113502935421,15,1533
BSNHM034-24,145,1664834,0.0,14.0,5.215264187866928,17,1533
BSNHM035-24,78,1783684,0.0,10.0,3.0234833659491196,13,1533
BSNHM036-24,44,633543,0.0,15.0,1.0273972602739727,4,1533
BSNHM037-24,105,1277479,0.0,12.0,3.459882583170254,8,1533
BSNHM038-24,255,1404611,0.0,41.0,14.315068493150685,151,1533
BSNHM039-24,1195,2477168,36.0,88.0,58.52641878669276,58,1533
BSNHM040-24,319,10549612,0.0,39.0,13.015655577299412,260,1533
BSNHM041-24,821,867349,0.0,110.0,39.44227005870842,250,1533
BSNHM042-24,567,2695869,1.0,67.0,20.285714285714285,54,1533
BSNHM043-24,1734,4994933,6.0,166.0,65.1839530332681,37,1533
BSNHM044-24,458,3117385,6.0,39.0,18.291585127201564,35,1533
BSNHM045-24,479,9328186,1.0,49.0,14.767123287671232,46,1533
BSNHM046-24,141,528576,0.0,20.0,6.015655577299413,13,1533
BSNHM047-24,1109,787106,15.0,127.0,53.602739726027394,37,1533
BSNHM048-24,544,2012077,0.0,76.0,30.162426614481408,54,1533
BSNHM049-24,43,618413,0.0,18.0,1.8708414872798433,0,1533
BSNHM050-24,212,1210986,0.0,45.0,7.1345029239766085,14,1539
BSNHM051-24,67,1640772,0.0,9.0,1.9490196078431372,11,1530
BSNHM052-24,69,1972017,0.0,7.0,2.968688845401174,13,1533
BSNHM053-24,1191,6825077,0.0,160.0,57.63796477495108,427,1533
BSNHM054-24,486,1561512,8.0,38.0,21.79647749510763,63,1533
BSNHM055-24,431,2392225,9.0,38.0,24.31898238747554,68,1533
BSNHM056-24,153,1951699,1.0,20.0,6.706457925636008,51,1533
BSNHM057-24,127,1427923,1.0,12.0,5.63013698630137,67,1533
BSNHM058-24,12076,3926300,0.0,904.0,365.10371819960864,691,1533
BSNHM059-24,2921,1795301,64.0,224.0,155.70841487279844,84,1533
BSNHM060-24,148,4344613,0.0,17.0,5.526418786692759,40,1533
BSNHM061-24,419,7390535,1.0,37.0,16.27788649706458,97,1533
BSNHM062-24,4443,9952442,86.0,373.0,186.12865497076024,178,1539
BSNHM063-24,91,1944562,0.0,18.0,3.099804305283757,41,1533
BSNHM064-24,93,1756879,0.0,12.0,3.3737769080234834,32,1533
BSNHM065-24,428,1535735,0.0,63.0,20.181996086105674,95,1533
BSNHM066-24,38,1038497,0.0,4.0,1.1741682974559686,8,1533
BSNHM067-24,153,1729001,1.0,18.0,6.5479452054794525,30,1533
BSNHM068-24,299,2419202,4.0,37.0,14.628180039138943,61,1533
BSNHM069-24,8446,4744075,26.0,537.0,257.2348336594912,301,1533
BSNHM070-24,1954,573031,41.0,201.0,97.11545988258317,23,1533
BSNHM071-24,956,2063192,0.0,70.0,46.41682974559687,66,1533
BSNHM072-24,160,6880176,0.0,12.0,5.367906066536204,45,1533
BSNHM073-24,483,5516800,0.0,37.0,15.433333333333334,29,1530
BSNHM074-24,967,5789006,9.0,74.0,34.758284600389864,86,1539
BSNHM075-24,12,1394535,0.0,4.0,0.4657534246575342,11,1533
BSNHM076-24,85,1632502,0.0,12.0,3.7221135029354206,50,1533
BSNHM078-24,406,4056734,0.0,51.0,15.945205479452055,77,1533
BSNHM079-24,17,1712881,0.0,4.0,0.5420743639921722,17,1533
BSNHM080-24,1784,5790430,15.0,160.0,71.86470588235294,78,1530
BSNHM081-24,105,1649252,0.0,27.0,2.4540117416829745,41,1533
BSNHM082-24,612,1529818,8.0,56.0,28.804305283757337,24,1533
BSNHM083-24,98,2156831,0.0,39.0,2.75146771037182,28,1533
BSNHM084-24,454,5025840,0.0,40.0,12.0,15,1530
BSNHM085-24,907,6664875,0.0,78.0,39.590196078431376,145,1530
BSNHM086-24,499,4680847,5.0,37.0,20.303326810176124,49,1533
BSNHM087-24,1418,7812456,0.0,120.0,61.731898238747554,183,1533
BSNHM088-24,1850,3033400,47.0,195.0,100.18982387475538,92,1533
BSNHM089-24,13,1499180,0.0,6.0,0.6027397260273972,50,1533
BSNHM090-24,21,1474156,0.0,5.0,0.8571428571428571,33,1533
BSNHM091-24,404,4914515,5.0,29.0,15.362035225048924,41,1533
BSNHM092-24,83,1709473,0.0,11.0,3.3933463796477494,38,1533
BSNHM093-24,114,6223281,0.0,30.0,4.332681017612525,130,1533
BSNHM094-24,149,2093891,0.0,14.0,4.992172211350294,22,1533
BSNHM095-24,424,7757571,0.0,39.0,14.499021526418787,56,1533
BSNHM096-24,74,5537343,0.0,16.0,3.323529411764706,123,1530
BSNHM097-24,29,1418813,0.0,6.0,0.8493150684931506,21,1533
BSNHM098-24,895,9284522,0.0,88.0,30.003913894324853,226,1533
BSNHM099-24,1343,5963467,12.0,79.0,41.14090019569472,61,1533
BSNHM101-24,423,1664000,0.0,53.0,22.101761252446185,130,1533
BSNHM102-24,503,4467593,1.0,31.0,15.892156862745098,14,1530
BSNHM103-24,31,1223805,0.0,8.0,1.0137254901960784,9,1530
BSNHM104-24,183,1606380,0.0,16.0,7.61003861003861,26,1554
BSNHM105-24,479,6353101,1.0,35.0,14.746588693957115,17,1539
BSNHM106-24,973,2248602,0.0,129.0,50.00195694716243,457,1533
BSNHM107-24,161,1555186,2.0,21.0,10.095890410958905,103,1533
BSNHM108-24,434,2403471,0.0,54.0,16.340508806262232,14,1533
BSNHM109-24,91,1747093,0.0,12.0,3.51171875,46,1536
BSNHM110-24,632,1581614,8.0,86.0,24.373776908023483,21,1533
BSNHM111-24,220,1250488,1.0,23.0,9.377690802348337,18,1533
BSNHM113-24,26,3308674,0.0,10.0,0.7162426614481409,15,1533
BSNHM114-24,288,5378842,2.0,24.0,10.523529411764706,16,1530
BSNHM115-24,3918,1225630,56.0,213.0,151.8078431372549,45,1530
BSNHM116-24,7,1827032,0.0,3.0,0.2202729044834308,15,1539
BSNHM117-24,146,1671800,0.0,13.0,4.633528265107213,29,1539
BSNHM118-24,397,1494823,3.0,31.0,13.543859649122806,35,1539
BSNHM119-24,38,615255,0.0,38.0,0.7142857142857143,10,1533
BSNHM121-24,189,3574450,0.0,22.0,6.705078125,71,1536
BSNHM122-24,1002,6443827,0.0,78.0,37.16242661448141,219,1533
BSNHM123-24,648,2129790,15.0,60.0,34.71624266144814,48,1533
BSNHM124-24,412,4667879,0.0,46.0,15.643835616438356,89,1533
BSNHM125-24,44,1353200,0.0,7.0,1.4187866927592956,18,1533
BSNHM126-24,3430,7472966,54.0,187.0,109.50980392156863,42,1530
BSNHM128-24,35,821910,0.0,15.0,1.1988304093567252,17,1539
BSNHM129-24,61,1267516,0.0,12.0,3.2475633528265107,10,1539
BSNHM131-24,179,2093863,0.0,23.0,7.710371819960861,47,1533
BSNHM132-24,161,5415535,0.0,17.0,5.859649122807017,188,1539
BSNHM133-24,51,1593248,0.0,15.0,1.3568627450980393,12,1530
BSNHM134-24,518,3917881,0.0,49.0,20.91780821917808,279,1533
BSNHM135-24,146,1767107,0.0,16.0,6.033333333333333,38,1530
BSNHM136-24,230,1774043,0.0,20.0,10.301369863013699,64,1533
BSNHM137-24,5,392035,0.0,4.0,0.2720156555772994,3,1533
BSNHM140-24,2289,2614577,74.0,283.0,148.1851851851852,220,1539
BSNHM141-24,8648,10045360,166.0,786.0,455.364522417154,181,1539
BSNHM142-24,106,1819111,1.0,10.0,4.545988258317025,60,1533
BSNHM143-24,159,1710048,0.0,17.0,6.315068493150685,66,1533
BSNHM144-24,826,6917391,1.0,108.0,33.111545988258314,84,1533
BSNHM145-24,245,1681016,0.0,31.0,11.318982387475538,115,1533
BSNHM146-24,188,6970428,0.0,20.0,6.886497064579256,88,1533
BSNHM147-24,612,1842405,2.0,64.0,30.066666666666666,29,1530
BSNHM148-24,5923,5536348,53.0,480.0,225.67318982387476,80,1533
BSNHM149-24,171,1773094,0.0,22.0,7.9275929549902155,48,1533
BSNHM150-24,2264,1550472,37.0,136.0,86.91812865497076,25,1539
BSNHM151-24,3885,6277460,81.0,282.0,151.45882352941177,43,1530
BSNHM152-24,582,5572453,10.0,71.0,29.23391812865497,129,1539
BSNHM153-24,93,6874995,0.0,25.0,3.5321637426900585,143,1539
BSNHM154-24,134,2669204,0.0,14.0,7.078277886497065,149,1533
BSNHM155-24,143,1441437,0.0,19.0,5.819960861056751,33,1533
BSNHM156-24,86,1473957,0.0,9.0,2.6223091976516635,8,1533
BSNHM157-24,163,2230322,0.0,16.0,6.211350293542075,54,1533
BSNHM158-24,433,5563536,1.0,43.0,17.74559686888454,48,1533
BSNHM159-24,70,2008243,0.0,15.0,2.589041095890411,27,1533
BSNHM160-24,135,1222077,0.0,13.0,4.512720156555773,16,1533
BSNHM161-24,88,3724953,0.0,25.0,8.147058823529411,257,1530
BSNHM162-24,325,284526,0.0,66.0,15.990421455938698,0,1566
BSNHM163-24,303,896424,0.0,51.0,11.619883040935672,173,1539
BSNHM164-24,227,1045414,0.0,33.0,8.278752436647174,7,1539
BSNHM165-24,73,1950966,0.0,18.0,4.4696673189823874,106,1533
BSNHM166-24,220,1972726,1.0,18.0,10.769080234833659,52,1533
BSNHM167-24,92,729331,0.0,15.0,3.0391389432485325,2,1533
BSNHM168-24,1282,13135192,10.0,119.0,47.03522504892368,86,1533
BSNHM169-24,155,1580313,0.0,16.0,5.8493150684931505,74,1533
BSNHM171-24,876,8387305,0.0,89.0,38.66536203522505,384,1533
BSNHM172-24,777,6317422,0.0,97.0,38.46783625730994,124,1539
BSNHM173-24,16,1369722,0.0,4.0,0.4942528735632184,6,1566
BSNHM174-24,133,3875909,0.0,18.0,4.0682261208577,161,1539
BSNHM175-24,196,1143941,0.0,21.0,6.101364522417154,5,1539
BSNHM176-24,479,2020680,0.0,68.0,25.32485322896282,126,1533
BSNHM177-24,60,2891288,0.0,9.0,2.3620352250489236,57,1533
BSNHM178-24,191,5679757,0.0,22.0,6.0724070450097845,53,1533
BSNHM179-24,188,1675229,2.0,15.0,7.98238747553816,18,1533
BSNHM180-24,1111,4816728,4.0,250.0,36.465753424657535,207,1533
BSNHM181-24,133,1779073,0.0,23.0,5.422700587084149,27,1533
BSNHM182-24,15,437415,0.0,4.0,0.39019607843137255,4,1530
BSNHM183-24,40,1661132,0.0,6.0,1.3352826510721247,6,1539
BSNHM184-24,284,1527123,0.0,30.0,9.986590038314176,43,1566
BSNHM185-24,310,1668410,4.0,36.0,14.257309941520468,188,1539
BSNHM186-24,296,13219777,0.0,33.0,12.726027397260275,776,1533
BSNHM187-24,215,4002739,0.0,29.0,6.2250489236790605,30,1533
BSNHM188-24,255,2436953,5.0,27.0,13.211764705882352,83,1530
BSNHM189-24,2536,8182978,0.0,226.0,88.5812133072407,179,1533
BSNHM190-24,13,1248226,0.0,6.0,0.5166340508806262,13,1533
BSNHM191-24,750,1617241,0.0,67.0,29.01174168297456,61,1533
UNIFI001-23,368,534348,0.0,53.0,14.251461988304094,61,1539
UNIFI002-23,151,168585,0.0,16.0,7.53411306042885,25,1539
UNIFI003-23,137,2321272,0.0,20.0,6.253411306042885,70,1539
UNIFI004-23,70,1488984,0.0,10.0,3.165692007797271,22,1539
UNIFI005-23,428,1672586,0.0,47.0,15.962962962962964,34,1539
UNIFI006-23,2886,5988255,0.0,448.0,103.02923976608187,289,1539
UNIFI007-23,106,586678,0.0,14.0,4.212475633528265,17,1539
UNIFI008-23,2832,13891575,0.0,817.0,140.1851851851852,769,1539
UNIFI009-23,59379,25507080,0.0,13532.0,2782.3313840155947,8537,1539
UNIFI010-23,1506,4652996,0.0,288.0,59.80506822612086,283,1539
UNIFI011-23,1178,825997,0.0,103.0,42.46978557504873,81,1539
UNIFI012-23,18,190486,0.0,4.0,0.7407407407407407,7,1539
UNIFI013-23,661,495019,0.0,84.0,22.237816764132553,56,1539
UNIFI014-23,205,1316040,0.0,22.0,9.516569200779728,73,1539
UNIFI015-23,1020,23477243,0.0,87.0,39.84405458089669,333,1539
UNIFI016-23,2509,18691947,0.0,209.0,89.67251461988305,301,1539
UNIFI017-23,200,1023662,0.0,26.0,7.654970760233918,47,1539
