Process ID,n_reads,n_aligned,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
BSNHM064-24,3851706,None,None,None,None,None,None
BSNHM065-24,3435304,476,None,None,55.944,None,625
BSNHM066-24,2313876,None,None,None,None,None,None
BSNHM067-24,3693148,98,None,None,11.2301,None,604
BSNHM068-24,5039160,None,None,None,None,None,None
BSNHM069-24,16951728,16071,None,None,513.348,None,1552
BSNHM070-24,1444556,3879,None,None,195.719,None,1540
BSNHM071-24,4253476,1945,None,None,97.7074,None,1538
BSNHM072-24,18805328,None,None,None,None,None,None
BSNHM073-24,14178816,197,None,None,27.1108,None,397
BSNHM074-24,13168404,None,None,None,None,None,None
BSNHM075-24,3445896,None,None,None,None,None,None
BSNHM076-24,3462176,None,None,None,None,None,None
BSNHM077-24,144,None,None,None,None,None,None
BSNHM078-24,11968764,241,None,None,42.8201,None,478
BSNHM079-24,3553284,None,None,None,None,None,None
BSNHM080-24,13519214,3490,None,None,151.144,None,922
BSNHM081-24,3706100,None,None,None,None,None,None
BSNHM082-24,3573640,1186,None,None,57.4838,None,1540
BSNHM083-24,9284588,None,None,None,None,None,None
BSNHM084-24,20853622,108,None,None,15.5472,None,319
BSNHM085-24,16039072,1915,None,None,84.2426,None,1546
BSNHM086-24,10756306,None,None,None,None,None,None
BSNHM087-24,16759996,2952,None,None,128.873,None,1540
BSNHM088-24,6222498,3775,None,None,203.974,None,1537
BSNHM089-24,3284476,None,None,None,None,None,None
BSNHM090-24,3245194,None,None,None,None,None,None
BSNHM091-24,11398592,None,None,None,None,None,None
BSNHM092-24,3696908,None,None,None,None,None,None
BSNHM093-24,13740686,None,None,None,None,None,None
BSNHM094-24,4717544,None,None,None,None,None,None
BSNHM095-24,17976512,None,None,None,None,None,None
BSNHM096-24,12669246,None,None,None,None,None,None
BSNHM097-24,3306492,None,None,None,None,None,None
BSNHM098-24,23514042,2210,None,None,79.7076,None,1498
BSNHM099-24,14443524,513,None,None,75.3333,None,367
BSNHM100-24,518,None,None,None,None,None,None
BSNHM101-24,3773556,1073,None,None,57.0922,None,1540
BSNHM102-24,12108050,None,None,None,None,None,None
BSNHM103-24,8218036,None,None,None,None,None,None
BSNHM104-24,3721904,None,None,None,None,None,None
BSNHM105-24,16013286,None,None,None,None,None,None
BSNHM106-24,4893546,3270,None,None,172.395,None,1540
BSNHM107-24,3217946,323,None,None,19.8455,None,1540
BSNHM108-24,5763642,713,None,None,38.1721,None,1168
BSNHM109-24,3954300,None,None,None,None,None,None
BSNHM110-24,4021830,1168,None,None,47.4844,None,1540
BSNHM111-24,2745650,286,None,None,22.1747,None,910
BSNHM112-24,384,None,None,None,None,None,None
BSNHM113-24,9631418,None,None,None,None,None,None
BSNHM114-24,12435186,99,None,None,17.7552,None,286
BSNHM115-24,3074666,7159,None,None,285.8,None,1582
BSNHM116-24,4133088,None,None,None,None,None,None
BSNHM117-24,4181942,None,None,None,None,None,None
BSNHM118-24,3896106,114,None,None,27.38,None,250
BSNHM119-24,1445250,None,None,None,None,None,None
BSNHM120-24,734,None,None,None,None,None,None
BSNHM121-24,8996274,None,None,None,None,None,None
BSNHM122-24,14898848,None,None,None,None,None,None
BSNHM123-24,4511734,1356,None,None,71.3325,None,1555
BSNHM124-24,10978422,738,None,None,39.6112,None,1165
BSNHM125-24,2955474,None,None,None,None,None,None
BSNHM126-24,19445090,5661,None,None,192.943,None,1537
BSNHM127-24,4,None,None,None,None,None,None
BSNHM128-24,1805918,None,None,None,None,None,None
BSNHM129-24,3204534,None,None,None,None,None,None
BSNHM130-24,1249762,None,None,None,None,None,None
BSNHM131-24,4298876,134,None,None,21.41,None,439
BSNHM132-24,13498800,None,None,None,None,None,None
BSNHM133-24,3959754,None,None,None,None,None,None
BSNHM134-24,8717842,901,None,None,38.1097,None,1540
BSNHM135-24,4211066,None,None,None,None,None,None
BSNHM136-24,3771630,203,None,None,19.2952,None,796
BSNHM137-24,1046212,None,None,None,None,None,None
BSNHM138-24,1020,None,None,None,None,None,None
BSNHM139-24,3563500,None,None,None,None,None,None
BSNHM140-24,5550304,4632,None,None,289.378,None,1546
BSNHM141-24,22551528,17083,None,None,892.501,None,1546
BSNHM142-24,3828106,48,None,None,9.26368,None,403
BSNHM143-24,3554362,50,None,None,10.8199,None,322
BSNHM144-24,15835598,1679,None,None,68.3947,None,1538
BSNHM145-24,3848992,568,None,None,28.1183,None,1538
BSNHM146-24,16394118,None,None,None,None,None,None
BSNHM147-24,3910912,None,None,None,None,None,None
BSNHM148-24,13059988,,None,None,,None,1540
BSNHM149-24,4705896,95,None,None,19.4704,None,406
BSNHM150-24,3498272,4222,None,None,168.15,None,1537
BSNHM151-24,14909380,7284,None,None,295.48,None,1537
BSNHM152-24,12449298,478,None,None,46.4813,None,856
BSNHM153-24,15133238,None,None,None,None,None,None
BSNHM154-24,5509680,None,None,None,None,None,None
BSNHM155-24,3042100,98,None,None,19.9583,None,289
BSNHM156-24,3498746,None,None,None,None,None,None
BSNHM157-24,4622806,46,None,None,10.0586,None,307
BSNHM158-24,16874490,614,None,None,36.5567,None,979
BSNHM159-24,4139148,None,None,None,None,None,None
BSNHM160-24,3285500,None,None,None,None,None,None
BSNHM161-24,9780100,None,None,None,None,None,None
BSNHM162-24,733152,None,None,None,None,None,None
BSNHM163-24,2347570,None,None,None,None,None,None
BSNHM164-24,3279838,None,None,None,None,None,None
BSNHM165-24,4248276,None,None,None,None,None,None
BSNHM166-24,4033200,191,None,None,24.9296,None,568
BSNHM167-24,1630176,None,None,None,None,None,None
BSNHM168-24,29638216,1066,None,None,78.8614,None,808
BSNHM169-24,5132074,None,None,None,None,None,None
BSNHM170-24,722,None,None,None,None,None,None
BSNHM171-24,18905280,1725,None,None,87.7662,None,1540
BSNHM172-24,23176238,1509,None,None,84.8358,None,1516
BSNHM173-24,3087790,None,None,None,None,None,None
BSNHM174-24,16451594,None,None,None,None,None,None
BSNHM175-24,3271144,None,None,None,None,None,None
BSNHM176-24,4190566,None,None,None,None,None,None
BSNHM177-24,5921610,24,None,None,11.8125,None,160
BSNHM178-24,13110270,None,None,None,None,None,None
BSNHM179-24,3794120,62,None,None,17.1849,None,238
BSNHM180-24,12375286,857,None,None,59.8154,None,856
BSNHM181-24,3694276,67,None,None,14.8113,None,265
BSNHM182-24,2045046,None,None,None,None,None,None
BSNHM183-24,4601994,None,None,None,None,None,None
BSNHM184-24,3736666,118,None,None,14.7824,None,547
BSNHM185-24,3853492,438,None,None,20.5505,None,1546
BSNHM186-24,27363376,515,None,None,34.9192,None,892
BSNHM187-24,14473020,None,None,None,None,None,None
BSNHM188-24,4999956,484,None,None,25.1899,None,1564
