ambig_basecount	ambig_full_basecount	error	family	identification	identification_method	identification_rank	nuc_basecount	nuc_full_basecount	obs_taxon	process_id	species	stop_codons	fasta_file
2	5	None	Ichneumonidae	Ichneumonidae	BLAST	family	627	1347	Ichneumonidae	BGLIB493-23	Triclistus longicalcar	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1443	Ichneumonidae	BGLIB494-23	Javra tricincta	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1443	Ichneumonidae	BGLIB495-23	Javra tricincta	0	data/BGE00406_MGE_cox1_insect_universal.fas
13	26	None	Ichneumonidae	Ichneumonidae	BLAST	family	546	1173	Ichneumonidae	BGLIB496-23	Exochus erythronotus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	4	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1365	Ichneumonidae	BGLIB497-23	Exochus quadrimaculatus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1443	Ichneumonidae	BGLIB498-23	Exochus quadrimaculatus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	40	None	Ichneumonidae	Ichneumonidae	BLAST	family	147	552	Culicidae,Braconidae,Ichneumonidae,Drepanidae	BGLIB499-23	Glypta albanica	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1416	Ichneumonidae	BGLIB500-23	Glypta trochanterata	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1428	Ichneumonidae	BGLIB501-23	Hadrodactylus insignis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1455	Ichneumonidae	BGLIB502-23	Hyperbatus sternoxanthus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1422	Ichneumonidae	BGLIB503-23	Ichneumon gratus	0	data/BGE00406_MGE_cox1_insect_universal.fas
28	48	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1329	Ichneumonidae,Sphingidae,Erebidae,Pyralidae,Crambidae,Geometridae	BGLIB504-23	Hypsicera flaviceps	0	data/BGE00406_MGE_cox1_insect_universal.fas
2	5	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1416	Ichneumonidae,Vespidae	BGLIB505-23	Triclistus niger	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1431	Ichneumonidae	BGLIB506-23	Hoplocryptus fugitivus	0	data/BGE00406_MGE_cox1_insect_universal.fas
3	6	None	Ichneumonidae	Ichneumonidae	BLAST	family	637	1359	Ichneumonidae	BGLIB507-23	Hoplocryptus magrettii	0	data/BGE00406_MGE_cox1_insect_universal.fas
22	26	None	Ichneumonidae	Ichneumonidae	BLAST	family	400	990	Ichneumonidae	BGLIB508-23	Lagarotis subalpina	0	data/BGE00406_MGE_cox1_insect_universal.fas
13	16	None	Ichneumonidae	Ichneumonidae	BLAST	family	654	1419	Ichneumonidae	BGLIB509-23	Lathrolestes citreus	0	data/BGE00406_MGE_cox1_insect_universal.fas
43	57	None	Ichneumonidae	Ichneumonidae	BLAST	family	602	1245	Latridiidae,Syrphidae,Drosophilidae	BGLIB510-23	Lissonota linearis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	0	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1398	Ichneumonidae	BGLIB511-23	Lissonota lineata	0	data/BGE00406_MGE_cox1_insect_universal.fas
7	12	None	Ichneumonidae	Ichneumonidae	BLAST	family	522	780	Ichneumonidae	BGLIB512-23	Lissonota lineata	2	data/BGE00406_MGE_cox1_insect_universal.fas
17	46	None	Ichneumonidae	Ichneumonidae	BLAST	family	327	990	Ichneumonidae	BGLIB513-23	Medophron mixtus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1455	Ichneumonidae	BGLIB514-23	Melanichneumon albipictus	0	data/BGE00406_MGE_cox1_insect_universal.fas
10	10	None	Ichneumonidae	Ichneumonidae	BLAST	family	499	1119	Ichneumonidae	BGLIB515-23	Nemeritis macrocentra	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1422	Ichneumonidae	BGLIB516-23	Mesochorus arenarius	0	data/BGE00406_MGE_cox1_insect_universal.fas
8	30	None	Ichneumonidae	Ichneumonidae	BLAST	family	422	1014	Endomychidae,Braconidae,Ichneumonidae	BGLIB517-23	Mesochorus velox	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1443	Ichneumonidae	BGLIB518-23	Kristotomus laticeps	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1362	Ichneumonidae	BGLIB519-23	Lagarotis ustulata	0	data/BGE00406_MGE_cox1_insect_universal.fas
11	17	None	Ichneumonidae	Ichneumonidae	BLAST	family	402	525	Ichneumonidae	BGLIB520-23	Lissonota cruentator	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1455	Ichneumonidae	BGLIB521-23	Lissonota cruentator	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	639	1359	Ichneumonidae	BGLIB522-23	Lissonota obscuripes	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	0	None	Ichneumonidae	Ichneumonidae	BLAST	family	92	93	Dermestidae,Ichneumonidae,Erebidae	BGLIB523-23	Mastrus rufobasalis	0	data/BGE00406_MGE_cox1_insect_universal.fas
32	56	None	Ichneumonidae	Ichneumonidae	BLAST	family	414	1149	Papilionidae,Nymphalidae	BGLIB524-23	Megaplectes monticola	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1377	Ichneumonidae	BGLIB525-23	Neotypus melanocephalus	0	data/BGE00406_MGE_cox1_insect_universal.fas
38	65	None	Ichneumonidae	Ichneumonidae	BLAST	family	600	1305	Ichneumonidae	BGLIB526-23	Nemeritis stenura	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1431	Chrysomelidae,Nycteribiidae,Ichneumonidae	BGLIB527-23	Mesochorus brevipetiolatus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1431	Ichneumonidae	BGLIB528-23	Mesoleius agilis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1491	Ichneumonidae	BGLIB529-23	Kristotomus ridibundus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1470	Ichneumonidae	BGLIB530-23	Kristotomus ridibundus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1464	Ichneumonidae	BGLIB531-23	Lathrolestes buccinator	0	data/BGE00406_MGE_cox1_insect_universal.fas
14	30	None	Ichneumonidae	Ichneumonidae	BLAST	family	475	1224	Chironomidae,Braconidae	BGLIB532-23	Lissonota histrio	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1416	Ichneumonidae	BGLIB533-23	Lissonota histrio	0	data/BGE00406_MGE_cox1_insect_universal.fas
19	22	None	Ichneumonidae	Ichneumonidae	BLAST	family	485	720	Ichneumonidae,Noctuidae,Crambidae	BGLIB534-23	Lissonota sahlbergi	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1431	Ichneumonidae	BGLIB535-23	Mastrus tenuicosta	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1482	Ichneumonidae	BGLIB536-23	Megastylus hirticornis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1374	Ichneumonidae	BGLIB537-23	Microleptes aquisgranensis	0	data/BGE00406_MGE_cox1_insect_universal.fas
10	37	None	Ichneumonidae	Ichneumonidae	BLAST	family	518	1173	Sphingidae,Noctuidae,Lycaenidae,Nymphalidae,Hesperiidae	BGLIB538-23	Nepiesta robusta	0	data/BGE00406_MGE_cox1_insect_universal.fas
5	8	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1431	Ichneumonidae	BGLIB539-23	Mesochorus gracilis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1431	Ichneumonidae	BGLIB540-23	Mesoleius pusio	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1500	Ichneumonidae	BGLIB541-23	Kristotomus triangulatorius	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1473	Ichneumonidae	BGLIB542-23	Kristotomus triangulatorius	0	data/BGE00406_MGE_cox1_insect_universal.fas
14	18	None	Ichneumonidae	Ichneumonidae	BLAST	family	654	1419	Ichneumonidae	BGLIB543-23	Lathrolestes caudatus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	4	None	Ichneumonidae	Ichneumonidae	BLAST	family	630	1350	Ichneumonidae	BGLIB544-23	Lissonota conflagrata	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1431	Ichneumonidae	BGLIB545-23	Lissonota thuringiaca	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1377	Ichneumonidae	BGLIB546-23	Lissonota thuringiaca	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1377	Ichneumonidae	BGLIB547-23	Mastrus varicoxis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	655	1422	Ichneumonidae	BGLIB548-23	Megastylus pleuralis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1419	Ichneumonidae	BGLIB549-23	Nemeritis caudatula	0	data/BGE00406_MGE_cox1_insect_universal.fas
8	23	None	Ichneumonidae	Ichneumonidae	BLAST	family	519	957	Apidae,Trichogrammatidae	BGLIB550-23	Nemeritis caudatula	2	data/BGE00406_MGE_cox1_insect_universal.fas
10	21	None	Ichneumonidae	Ichneumonidae	BLAST	family	326	744	Colletidae,Noctuidae,Lycaenidae	BGLIB551-23	Mesochorus anthracinus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1377	Ichneumonidae,Hepialidae,Noctuidae,Geometridae	BGLIB552-23	Mesochorus politus	0	data/BGE00406_MGE_cox1_insect_universal.fas
49	61	None	Ichneumonidae	Ichneumonidae	BLAST	family	642	1302	Ichneumonidae	BGLIB553-23	Mesoleptus gracillimus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1431	Ichneumonidae	BGLIB554-23	Plectocryptus albulatorius	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	10	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1443	Ichneumonidae	BGLIB555-23	Phobocampe luctuosa	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	0	None	Ichneumonidae	Ichneumonidae	BLAST	family	198	291	Mycetophilidae,Ichneumonidae,Cosmopterigidae,Noctuidae,Geometridae	BGLIB556-23	Platylabops haematomerus	0	data/BGE00406_MGE_cox1_insect_universal.fas
19	31	None	Ichneumonidae	Ichneumonidae	BLAST	family	555	822	Apidae	BGLIB557-23	Plectiscidea subteres	0	data/BGE00406_MGE_cox1_insect_universal.fas
2	5	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1374	Ichneumonidae	BGLIB558-23	Proclitus attentus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1389	Ichneumonidae	BGLIB559-23	Proclitus attentus	0	data/BGE00406_MGE_cox1_insect_universal.fas
7	11	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1416	Ichneumonidae	BGLIB560-23	Plectocryptus digitatus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1443	Ichneumonidae	BGLIB561-23	Phobocampe pulchella	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1443	Ichneumonidae	BGLIB562-23	Platylabus histrio	0	data/BGE00406_MGE_cox1_insect_universal.fas
1	14	None	Ichneumonidae	Ichneumonidae	BLAST	family	381	822	Carabidae,Chironomidae,Syrphidae,Anthomyzidae,Muscidae,Ichneumonidae,Nevrorthidae	BGLIB563-23	Pleolophus secernendus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	656	1506	Ichneumonidae	BGLIB564-23	Rhinotorus similis	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1386	Ichneumonidae	BGLIB565-23	Phaenolobus saltans	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1491	Ichneumonidae	BGLIB566-23	Phytodietus ornatus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	657	1422	Ichneumonidae	BGLIB567-23	Platylabus wienkeri	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	3	None	Ichneumonidae	Ichneumonidae	BLAST	family	530	1296	Ichneumonidae	BGLIB568-23	Pleolophus sericans	0	data/BGE00406_MGE_cox1_insect_universal.fas
12	48	None	Ichneumonidae	Ichneumonidae	BLAST	family	580	1152	Acrididae,Curculionidae,Dermestidae,Bostrichidae,Ptinidae,Vespidae,Tetracampidae	BGLIB569-23	Rhorus flavopictus	0	data/BGE00406_MGE_cox1_insect_universal.fas
0	17	None	Ichneumonidae	Ichneumonidae	BLAST	family	297	615	Scirtidae,Ichneumonidae	BGLIB570-23	Phobocampe flavicincta	0	data/BGE00406_MGE_cox1_insect_universal.fas
