Process ID,n_aligned,n_reads,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
BGENL035-23,95,4770637,0.0,20.0,5.410958904109589,48,1533
BGENL036-23,617,5849675,0.0,88.0,33.90215264187867,264,1533
BGENL037-23,1395,16799994,0.0,247.0,71.77299412915852,553,1533
BGENL038-23,1209,8591228,0.0,175.0,60.9706457925636,527,1533
BGENL039-23,1975,11065117,0.0,331.0,106.4481409001957,882,1533
BGENL040-23,2510,16319778,0.0,330.0,149.76125244618396,1114,1533
BGENL041-23,959,5482984,0.0,159.0,48.906066536203525,239,1533
BGENL042-23,624,8106367,0.0,98.0,37.44227005870842,422,1533
BGENL043-23,2586,14157713,0.0,411.0,141.7416829745597,1125,1533
BGENL044-23,2771,11215534,0.0,343.0,167.1839530332681,1256,1533
BGENL045-23,926,9703502,0.0,121.0,51.645792563600786,408,1533
BGENL046-23,23425,3230119,0.0,3262.0,1329.303326810176,12875,1533
BGENL047-23,449,11630975,0.0,84.0,23.403131115459882,177,1533
BGENL048-23,1885,68558252,0.0,291.0,105.0293542074364,1231,1533
BGENL049-23,1572,8901239,19.0,138.0,85.37769080234834,51,1533
BGENL050-23,218,2979600,2.0,38.0,12.444227005870841,67,1533
BGENL051-23,1008,1746399,8.0,108.0,52.31506849315068,38,1533
BGENL052-23,1360,10127233,8.0,147.0,93.98825831702544,283,1533
BGENL053-23,2308,9440835,13.0,281.0,155.69667318982388,336,1533
BGENL054-23,68,1290402,0.0,20.0,4.465753424657534,102,1533
BGENL055-23,837,3059816,0.0,105.0,47.80430528375734,120,1533
BGENL056-23,1066,1467968,0.0,117.0,64.21526418786692,224,1533
BGENL057-23,1320,1298450,0.0,147.0,69.41291585127202,204,1533
BGENL058-23,72,938567,0.0,26.0,4.502912621359223,37,1545
BGENL059-23,16,397524,0.0,6.0,0.9281553398058252,17,1545
BGENL060-23,14,267291,0.0,6.0,0.7106796116504854,24,1545
BGENL061-23,87,1902434,0.0,24.0,4.440313111545988,25,1533
BGENL062-23,37,3855892,0.0,10.0,2.0332681017612524,47,1533
BGENL063-23,659,2945656,0.0,74.0,34.10763209393346,60,1533
BGENL064-23,607,3382410,0.0,99.0,30.880626223091976,78,1533
BGENL065-23,765,7495382,0.0,86.0,48.50097847358121,163,1533
BGENL066-23,436,1729912,0.0,53.0,23.283757338551858,82,1533
BGENL067-23,61,10690750,0.0,12.0,3.7906066536203524,70,1533
BGENL068-23,3595,22260568,0.0,432.0,224.25440313111545,715,1533
BGENL069-23,536,7927915,0.0,98.0,27.88454011741683,83,1533
BGENL070-23,108,258744,0.0,22.0,6.7181996086105675,33,1533
BGENL071-23,100,592616,0.0,20.0,5.371819960861057,33,1533
BGENL072-23,352,6379191,0.0,48.0,20.16634050880626,40,1533
BGENL073-23,203,3739978,0.0,28.0,10.984344422700588,30,1533
BGENL074-23,394,4894935,0.0,112.0,20.193737769080236,54,1533
BGENL075-23,1491,3860058,0.0,172.0,81.12720156555773,188,1533
BGENL076-23,163,3746929,0.0,35.0,9.49119373776908,62,1533
BGENL077-23,802,2570525,0.0,90.0,41.596868884540115,117,1533
BGENL078-23,41,315947,0.0,13.0,2.0371819960861055,12,1533
BGENL079-23,744,2436803,0.0,135.0,47.86497064579256,395,1533
BGENL080-23,852,9917896,0.0,97.0,50.59295499021526,132,1533
BGENL081-23,381,11227630,0.0,53.0,22.232876712328768,82,1533
BGENL082-23,91,942498,0.0,19.0,4.956947162426615,36,1533
BGENL083-23,198,4010214,0.0,34.0,10.322896281800391,60,1533
BGENL084-23,40,1307802,0.0,15.0,2.303326810176125,27,1533
BGENL085-23,37,711424,0.0,14.0,2.0233009708737866,35,1545
BGENL086-23,191,2691172,0.0,45.0,11.697087378640777,32,1545
BGENL087-23,20,909278,0.0,6.0,1.0524271844660193,31,1545
BGENL088-23,81,3148855,0.0,14.0,5.197651663405088,23,1533
BGENL089-23,149,2015478,0.0,24.0,7.62426614481409,11,1533
BGENL090-23,590,3499252,8.0,81.0,33.489236790606654,122,1533
BGENL091-23,122,1446226,0.0,26.0,6.405825242718446,70,1545
BGENL092-23,52,383675,0.0,10.0,2.928155339805825,22,1545
BGENL093-23,128,1597011,0.0,18.0,6.487378640776699,36,1545
BGENL094-23,893,19370245,0.0,104.0,45.73592233009709,108,1545
BGENL095-23,1333,32374661,0.0,117.0,71.20582524271845,225,1545
BGENL096-23,4980,45670188,0.0,865.0,316.6105675146771,2782,1533
BGENL097-23,2219,41491185,0.0,402.0,135.95890410958904,1089,1533
BGENL098-23,1010,23211015,0.0,175.0,65.3522504892368,563,1533
BGENL099-23,4794,12180156,118.0,396.0,284.307240704501,86,1533
BGENL100-23,93,459923,0.0,21.0,6.336594911937378,61,1533
BGENL101-23,12444,65629234,391.0,1009.0,748.0782778864971,295,1533
BGENL102-23,4352,22295633,97.0,389.0,258.8845401174168,646,1533
BGENL103-23,37,394454,0.0,8.0,2.191780821917808,29,1533
BGENL104-23,1221,4096065,31.0,118.0,70.53620352250489,48,1533
BGENL105-23,1638,19702752,58.0,166.0,114.64579256360078,104,1533
BGENL106-23,2226,12877459,78.0,210.0,146.37769080234833,79,1533
BGENL107-23,1559,4146959,50.0,190.0,107.62035225048923,41,1533
BGENL108-23,1099,2400860,32.0,160.0,77.67318982387475,202,1533
BGENL109-23,46958,7175012,2385.0,5042.0,3620.477495107632,984,1533
BGENL110-23,1317,14506998,47.0,133.0,102.0,42,1533
BGENL111-23,3090,36139370,72.0,334.0,214.412915851272,1240,1533
BGENL112-23,582,3028747,5.0,103.0,36.78082191780822,116,1533
BGENL113-23,5407,31903130,12.0,843.0,323.69471624266146,723,1533
BGENL114-23,576,25397376,3.0,97.0,37.02152641878669,194,1533
BGENL115-23,76,3754713,0.0,14.0,4.549902152641879,30,1533
BGENL116-23,256,6426346,0.0,42.0,18.36399217221135,132,1533
BGENL117-23,1460,12669820,0.0,206.0,114.09197651663405,525,1533
BGENL118-23,1148,7791574,0.0,167.0,76.20547945205479,324,1533
BGENL119-23,125,1760199,0.0,20.0,7.904109589041096,47,1533
BGENL120-23,134,5741849,0.0,26.0,8.399217221135029,67,1533
BGENL121-23,4656,38958828,96.0,423.0,293.28962818003913,106,1533
BGENL122-23,959,1650650,20.0,87.0,54.41095890410959,57,1533
BGENL123-23,447,11338755,1.0,47.0,23.28180039138943,41,1533
BGENL124-23,153,7634875,0.0,23.0,9.448543689320388,48,1545
BGENL125-23,21950,5067064,0.0,2614.0,1503.073786407767,3640,1545
BGENL126-23,1454,10578296,0.0,168.0,96.97669902912621,290,1545
BGENL127-23,654,13818719,18.0,77.0,42.04109589041096,88,1533
BGENL128-23,839,8963848,14.0,90.0,54.273972602739725,56,1533
BGENL129-23,18110,72684900,572.0,1908.0,1233.1937377690801,516,1533
BGENL130-23,1281,1507759,0.0,217.0,95.23483365949119,766,1533
BGENL131-23,12,160977,0.0,4.0,0.6477495107632094,20,1533
BGENL132-23,1722,25596061,0.0,226.0,115.86497064579257,923,1533
BGENL133-23,3306,53529484,0.0,461.0,198.9784735812133,1150,1533
BGENL134-23,600,3410555,0.0,112.0,43.076320939334636,252,1533
BGENL135-23,5171,2020899,0.0,834.0,404.3600782778865,2411,1533
BGENL136-23,168,14080203,0.0,55.0,9.753424657534246,226,1533
BGENL137-23,2025,36469032,0.0,342.0,112.74559686888453,945,1533
BGENL138-23,926,3018183,0.0,178.0,59.61839530332681,503,1533
BGENL139-23,804,23686399,0.0,150.0,49.788649706457925,418,1533
BGENL140-23,56,1323427,0.0,12.0,3.107632093933464,82,1533
BGENL141-23,1039,12048232,0.0,171.0,69.573385518591,590,1533
BGENL142-23,1923,11033292,0.0,345.0,140.6986301369863,1064,1533
BGENL143-23,517,8421182,0.0,80.0,34.385518590998046,250,1533
BGENL144-23,592,18279655,0.0,89.0,37.105675146771034,281,1533
BGENL145-23,368,30430119,0.0,55.0,21.659491193737768,210,1533
BGENL146-23,1273,16886263,0.0,196.0,87.55772994129158,539,1533
BGENL147-23,7173,4862652,1.0,936.0,549.6320939334638,1392,1533
BGENL148-23,2514,26026694,0.0,219.0,141.5283757338552,319,1533
BGENL149-23,3683,4564665,0.0,506.0,258.0332681017613,647,1533
BGENL150-23,1763,3438444,0.0,310.0,126.51076320939335,1478,1533
BGENL151-23,780,1112395,0.0,137.0,54.68493150684932,664,1533
BGENL152-23,606,9461029,0.0,104.0,42.6614481409002,466,1533
BGENL153-23,4999,10311159,0.0,633.0,355.5088062622309,2082,1533
BGENL154-23,48,512390,0.0,9.0,3.2367906066536203,37,1533
BGENL155-23,478,286175,0.0,68.0,32.58904109589041,286,1533
BGENL156-23,19624,3841791,0.0,2901.0,1538.641878669276,10678,1533
BGENL157-23,1910,1232981,0.0,266.0,134.79256360078278,846,1533
BGENL158-23,4695,1318080,0.0,680.0,325.3972602739726,2042,1533
BGENL159-23,1003,5388575,4.0,113.0,52.44422700587084,39,1533
BGENL160-23,4384,6503627,32.0,437.0,251.79256360078278,46,1533
BGENL161-23,771,1200419,2.0,100.0,41.75342465753425,61,1533
BGENL162-23,399,11557572,0.0,53.0,27.095890410958905,190,1533
BGENL163-23,487,7815125,0.0,72.0,32.07827788649706,221,1533
BGENL164-23,4,114608,0.0,2.0,0.3287671232876712,6,1533
BGENL165-23,9835,81566452,0.0,1517.0,675.6242661448141,3696,1533
BGENL166-23,6067,61962606,0.0,857.0,419.7808219178082,2281,1533
BGENL167-23,588,7527605,0.0,92.0,41.68297455968689,218,1533
BGENL168-23,1102,6716822,0.0,159.0,80.21135029354207,549,1533
BGENL169-23,1353,42538970,0.0,222.0,92.23679060665361,604,1533
BGENL170-23,503,1900283,0.0,86.0,36.71624266144814,339,1533
BGENL171-23,4124,39515884,0.0,527.0,309.61448140900194,2012,1533
BGENL172-23,16879,1457290,0.0,2242.0,1308.747553816047,8970,1533
BGENL173-23,51,844961,0.0,12.0,3.7436399217221137,108,1533
BGENL174-23,1114,11626681,0.0,165.0,73.06066536203522,507,1533
BGENL175-23,506,2184894,0.0,86.0,32.90998043052838,222,1533
BGENL176-23,28,1335738,0.0,8.0,1.7064579256360077,56,1533
BGENL177-23,329,2975966,0.0,42.0,20.23091976516634,154,1533
BGENL178-23,521,940145,0.0,87.0,28.892367906066536,275,1533
BGENL179-23,871,8892809,0.0,109.0,45.31506849315068,225,1533
BGENL180-23,1208,354839,0.0,204.0,87.53620352250489,618,1533
BGENL181-23,1784,2179397,0.0,243.0,90.24461839530332,562,1533
BGENL182-23,63,1421070,0.0,35.0,3.964774951076321,122,1533
BGENL183-23,368,6912732,0.0,70.0,20.01174168297456,290,1533
BGENL184-23,2209,16488100,0.0,310.0,131.34246575342465,459,1533
BGENL185-23,1372,9259359,0.0,185.0,89.21526418786692,348,1533
BGENL186-23,701,3801871,1.0,98.0,41.82583170254403,334,1533
BGENL187-23,410,621763,0.0,50.0,25.499021526418787,100,1533
BGENL188-23,200,2220276,0.0,38.0,11.021526418786692,139,1533
BGENL189-23,977,1077970,0.0,178.0,71.61643835616438,240,1533
BGENL190-23,27,343633,0.0,12.0,1.8062622309197651,28,1533
BSNHM002-24,20,2884916,0.0,8.0,1.1745098039215687,16,1530
BSNHM003-24,743,4710870,15.0,98.0,46.743639921722114,42,1533
BSNHM004-24,9806,3441860,0.0,1062.0,640.0919765166341,2004,1533
BSNHM005-24,16,1124482,0.0,10.0,0.8258317025440313,26,1533
BSNHM006-24,215,14213927,0.0,42.0,11.291585127201566,207,1533
BSNHM007-24,180,4236930,0.0,34.0,10.471624266144815,20,1533
BSNHM008-24,86,12691718,0.0,24.0,4.571428571428571,12,1533
BSNHM009-24,184,10368834,0.0,25.0,8.95890410958904,52,1533
BSNHM010-24,8,3524795,0.0,6.0,0.5146771037181996,35,1533
BSNHM011-24,40273,8285421,402.0,4394.0,2449.4285714285716,2325,1533
BSNHM012-24,2,4267601,0.0,2.0,0.07436399217221135,6,1533
BSNHM013-24,144,3309647,0.0,32.0,8.239215686274509,22,1530
BSNHM014-24,27,2476252,0.0,14.0,1.4481409001956946,51,1533
BSNHM015-24,53,3143816,0.0,12.0,2.958904109589041,35,1533
BSNHM016-24,36,1198349,0.0,36.0,1.5703125,0,1536
BSNHM017-24,807,5061901,0.0,87.0,52.18590998043053,79,1533
BSNHM018-24,204,4472426,0.0,40.0,10.880626223091976,183,1533
BSNHM019-24,1569,4324726,20.0,212.0,117.44618395303327,172,1533
BSNHM020-24,72,3207079,0.0,10.0,3.659491193737769,2,1533
BSNHM021-24,22730,4217755,675.0,2444.0,1594.9745098039216,460,1530
BSNHM022-24,26,969561,0.0,26.0,1.0176125244618395,42,1533
BSNHM023-24,1251,12420703,0.0,159.0,65.37769080234834,38,1533
BSNHM024-24,436,3056181,0.0,102.0,23.148727984344422,90,1533
BSNHM025-24,25,7273777,0.0,13.0,1.649706457925636,149,1533
BSNHM026-24,11,400134,0.0,6.0,0.7279843444227005,22,1533
BSNHM027-24,2410,36254833,0.0,258.0,124.6477495107632,35,1533
BSNHM028-24,37,1599831,0.0,10.0,2.4990215264187867,22,1533
BSNHM029-24,7,4191186,0.0,5.0,0.4481409001956947,31,1533
BSNHM030-24,15,3917025,0.0,6.0,0.8434442270058709,34,1533
BSNHM031-24,64,3273300,0.0,14.0,3.3463796477495107,29,1533
BSNHM032-24,660,14052609,0.0,91.0,33.03326810176125,43,1533
BSNHM033-24,79,4050537,0.0,18.0,4.197651663405088,11,1533
BSNHM034-24,69,4323288,0.0,15.0,3.908023483365949,12,1533
BSNHM035-24,54,2292135,0.0,9.0,2.771037181996086,30,1533
BSNHM037-24,50,2464371,0.0,15.0,2.4246575342465753,7,1533
BSNHM038-24,187,2544976,0.0,55.0,10.778864970645792,165,1533
BSNHM039-24,1450,5045999,41.0,131.0,84.866927592955,46,1533
BSNHM040-24,224,17376993,0.0,41.0,11.98825831702544,189,1533
BSNHM041-24,500,1573235,0.0,93.0,26.105675146771038,579,1533
BSNHM042-24,339,6072179,0.0,86.0,16.92954990215264,66,1533
BSNHM043-24,1291,12470772,8.0,199.0,67.91585127201566,50,1533
BSNHM044-24,386,7064287,1.0,44.0,20.540117416829744,25,1533
BSNHM045-24,147,23028647,0.0,24.0,7.148727984344423,18,1533
BSNHM046-24,94,1339814,0.0,22.0,4.794520547945205,34,1533
BSNHM047-24,1453,1586472,14.0,228.0,81.86105675146771,24,1533
BSNHM048-24,603,4242504,0.0,135.0,37.88649706457926,199,1533
BSNHM049-24,65,811103,0.0,36.0,2.9941291585127203,1,1533
BSNHM050-24,91,1728441,0.0,37.0,4.715399610136452,18,1539
BSNHM051-24,12,4397614,0.0,4.0,0.5803921568627451,4,1530
BSNHM052-24,53,2655314,0.0,10.0,3.232876712328767,9,1533
BSNHM053-24,883,12605347,0.0,221.0,50.6320939334638,631,1533
BSNHM054-24,396,3188596,0.0,56.0,22.40508806262231,105,1533
BSNHM055-24,594,4850660,5.0,67.0,38.465753424657535,25,1533
BSNHM056-24,141,3935281,0.0,26.0,8.003913894324853,8,1533
BSNHM057-24,63,3241956,0.0,13.0,4.23091976516634,32,1533
BSNHM058-24,2776,15062244,0.0,473.0,138.54011741682976,822,1533
BSNHM059-24,3847,3634170,23.0,352.0,235.1761252446184,279,1533
BSNHM060-24,96,9536631,0.0,22.0,4.8669275929549904,18,1533
BSNHM061-24,325,15371936,0.0,54.0,16.9119373776908,16,1533
BSNHM062-24,3870,21463745,92.0,456.0,213.59649122807016,390,1539
BSNHM063-24,15,3414750,0.0,4.0,0.726027397260274,41,1533
BSNHM064-24,48,2947178,0.0,7.0,2.2250489236790605,26,1533
BSNHM065-24,296,3044446,0.0,87.0,16.50293542074364,186,1533
BSNHM066-24,10,1354282,0.0,6.0,0.40313111545988256,3,1533
BSNHM067-24,161,3523695,1.0,31.0,8.915851272015656,8,1533
BSNHM068-24,335,4935037,0.0,48.0,19.665362035225048,22,1533
BSNHM069-24,1887,13067184,0.0,240.0,85.24853228962817,186,1533
BSNHM070-24,2315,1354291,22.0,310.0,141.426614481409,66,1533
BSNHM071-24,1073,4167482,0.0,108.0,63.669275929549904,99,1533
BSNHM072-24,77,17392277,0.0,15.0,3.9667318982387476,11,1533
BSNHM073-24,172,13481469,0.0,26.0,8.547058823529412,13,1530
BSNHM074-24,623,9707069,2.0,84.0,30.39766081871345,107,1539
BSNHM076-24,86,2596746,0.0,20.0,4.731898238747553,24,1533
BSNHM078-24,226,9579283,0.0,63.0,13.180039138943249,61,1533
BSNHM079-24,9,3485472,0.0,6.0,0.5342465753424658,0,1533
BSNHM080-24,1575,12890077,26.0,169.0,83.26274509803922,60,1530
BSNHM082-24,722,2946752,12.0,86.0,41.87279843444227,22,1533
BSNHM084-24,48,16655733,0.0,15.0,2.268627450980392,7,1530
BSNHM085-24,813,14962974,0.0,109.0,43.60392156862745,174,1530
BSNHM086-24,400,10174668,0.0,45.0,21.528375733855185,48,1533
BSNHM087-24,1193,15958814,0.0,120.0,66.4931506849315,196,1533
BSNHM088-24,2624,6066989,43.0,315.0,158.99608610567515,137,1533
BSNHM089-24,12,1764859,0.0,12.0,0.6986301369863014,60,1533
BSNHM090-24,9,1821975,0.0,6.0,0.5851272015655578,19,1533
BSNHM091-24,294,10906747,2.0,28.0,14.95890410958904,25,1533
BSNHM092-24,72,3508121,0.0,12.0,3.87866927592955,6,1533
BSNHM093-24,30,12208904,0.0,9.0,1.6007827788649707,74,1533
BSNHM094-24,79,3328179,0.0,18.0,3.847358121330724,19,1533
BSNHM095-24,180,17028929,0.0,39.0,8.681017612524462,39,1533
BSNHM096-24,52,5860589,0.0,18.0,3.803921568627451,156,1530
BSNHM097-24,4,2432406,0.0,2.0,0.16046966731898238,10,1533
BSNHM098-24,279,16579235,0.0,56.0,13.718199608610567,159,1533
BSNHM099-24,425,13759630,0.0,58.0,19.22113502935421,20,1533
BSNHM101-24,387,2390062,0.0,79.0,22.649706457925635,257,1533
BSNHM102-24,210,10718288,0.0,30.0,10.307843137254903,9,1530
BSNHM103-24,22,5123498,0.0,16.0,1.0,0,1530
BSNHM104-24,157,3567869,0.0,22.0,8.841698841698841,14,1554
BSNHM105-24,168,15010475,0.0,30.0,7.941520467836257,17,1539
BSNHM106-24,785,3058364,0.0,156.0,44.160469667318985,861,1533
BSNHM107-24,187,3129612,0.0,32.0,12.436399217221135,40,1533
BSNHM108-24,318,5381962,0.0,70.0,16.15655577299413,23,1533
BSNHM109-24,62,2969307,0.0,12.0,3.4296875,39,1536
BSNHM110-24,505,2927737,6.0,96.0,27.367906066536204,35,1533
BSNHM111-24,228,2650117,0.0,34.0,12.371819960861057,8,1533
BSNHM113-24,2,4168975,0.0,2.0,0.09001956947162426,8,1533
BSNHM114-24,209,11746111,0.0,30.0,10.545098039215686,6,1530
BSNHM115-24,2734,2873351,47.0,248.0,153.2078431372549,95,1530
BSNHM116-24,2,3249457,0.0,2.0,0.08187134502923976,16,1539
BSNHM117-24,51,3304620,0.0,10.0,2.5009746588693957,37,1539
BSNHM118-24,163,2394301,0.0,20.0,8.508771929824562,38,1539
BSNHM121-24,78,7413604,0.0,20.0,3.66796875,54,1536
BSNHM122-24,491,14112987,0.0,84.0,25.383561643835616,190,1533
BSNHM123-24,943,4411138,16.0,98.0,56.62230919765166,60,1533
BSNHM124-24,242,10233811,0.0,63.0,12.191780821917808,60,1533
BSNHM125-24,24,2862341,0.0,4.0,1.0724070450097847,1,1533
BSNHM126-24,1464,18051900,20.0,132.0,70.34901960784313,35,1530
BSNHM128-24,6,943707,0.0,4.0,0.40545808966861596,22,1539
BSNHM129-24,85,2957025,0.0,16.0,5.243664717348928,8,1539
BSNHM131-24,167,4226478,0.0,32.0,9.019569471624266,15,1533
BSNHM132-24,73,6859051,0.0,37.0,4.409356725146199,196,1539
BSNHM133-24,10,2981148,0.0,10.0,0.3137254901960784,0,1530
BSNHM134-24,396,7961191,0.0,64.0,21.078277886497066,154,1533
BSNHM135-24,139,3687379,0.0,22.0,7.2215686274509805,22,1530
BSNHM136-24,243,3141240,0.0,28.0,12.888454011741683,51,1533
BSNHM140-24,3663,5245367,78.0,502.0,249.89863547758284,152,1539
BSNHM141-24,11063,21426728,261.0,1187.0,692.1130604288498,184,1539
BSNHM142-24,85,3428154,0.0,13.0,4.780821917808219,22,1533
BSNHM143-24,105,3474659,0.0,15.0,5.780821917808219,33,1533
BSNHM144-24,667,14394885,0.0,129.0,35.32681017612524,66,1533
BSNHM145-24,138,3567978,0.0,30.0,7.958904109589041,140,1533
BSNHM146-24,75,10973199,0.0,22.0,3.7592954990215266,67,1533
BSNHM147-24,799,3673610,2.0,98.0,45.22156862745098,37,1530
BSNHM148-24,4658,12311696,27.0,561.0,237.32681017612524,109,1533
BSNHM149-24,149,3981904,0.0,34.0,8.258317025440313,29,1533
BSNHM150-24,1908,3310343,34.0,168.0,97.18713450292398,32,1539
BSNHM151-24,3228,14354488,66.0,335.0,168.6392156862745,42,1530
BSNHM152-24,596,8470711,8.0,84.0,35.41130604288499,196,1539
BSNHM153-24,25,6583391,0.0,14.0,1.405458089668616,187,1539
BSNHM154-24,152,4952614,0.0,24.0,9.436399217221135,25,1533
BSNHM155-24,131,2977175,0.0,26.0,6.87866927592955,9,1533
BSNHM156-24,30,2752218,0.0,8.0,1.2524461839530332,6,1533
BSNHM157-24,124,4536801,0.0,18.0,6.317025440313111,27,1533
BSNHM158-24,357,14077929,0.0,44.0,18.82191780821918,35,1533
BSNHM159-24,59,4074250,0.0,10.0,3.0684931506849313,2,1533
BSNHM160-24,64,2127720,0.0,16.0,3.2661448140900196,10,1533
BSNHM161-24,95,5596019,0.0,49.0,8.168627450980392,288,1530
BSNHM162-24,286,544911,0.0,104.0,15.810344827586206,9,1566
BSNHM163-24,144,1965766,0.0,46.0,7.085769980506822,121,1539
BSNHM164-24,144,2274301,0.0,30.0,7.58869395711501,15,1539
BSNHM165-24,41,3219585,0.0,14.0,2.73972602739726,91,1533
BSNHM166-24,277,3968531,2.0,31.0,15.767123287671232,21,1533
BSNHM167-24,56,1497960,0.0,28.0,2.4735812133072406,13,1533
BSNHM168-24,789,28555441,8.0,86.0,39.90998043052838,93,1533
BSNHM169-24,63,3530389,0.0,16.0,3.4148727984344425,82,1533
BSNHM171-24,582,17205384,0.0,101.0,33.702544031311156,404,1533
BSNHM172-24,541,17165630,0.0,131.0,33.617933723196884,310,1539
BSNHM173-24,7,1716198,0.0,3.0,0.32375478927203066,1,1566
BSNHM174-24,22,9869380,0.0,6.0,1.1325536062378168,77,1539
BSNHM175-24,79,2519710,0.0,14.0,4.04093567251462,5,1539
BSNHM176-24,355,4018889,0.0,97.0,21.937377690802347,261,1533
BSNHM177-24,54,5804502,0.0,12.0,2.7084148727984343,2,1533
BSNHM178-24,55,10440839,0.0,15.0,2.5185909980430528,35,1533
BSNHM179-24,174,3502957,0.0,22.0,9.303326810176126,23,1533
BSNHM180-24,506,11570574,2.0,64.0,25.228962818003914,54,1533
BSNHM181-24,125,3623063,0.0,24.0,6.583170254403131,21,1533
BSNHM183-24,16,3703205,0.0,6.0,0.8362573099415205,9,1539
BSNHM184-24,158,3102865,0.0,22.0,8.308429118773946,55,1566
BSNHM185-24,242,3357846,3.0,37.0,15.444444444444445,176,1539
BSNHM186-24,179,26548399,0.0,45.0,10.367906066536204,143,1533
BSNHM187-24,58,9166259,0.0,12.0,2.857142857142857,20,1533
BSNHM188-24,337,4894225,5.0,39.0,20.54901960784314,18,1530
BSNHM189-24,1109,11630494,0.0,176.0,51.95890410958904,296,1533
BSNHM190-24,2,2329101,0.0,2.0,0.09784735812133072,9,1533
BSNHM191-24,489,3107976,0.0,64.0,23.67514677103718,137,1533
UNIFI001-23,191,1684924,0.0,49.0,9.578947368421053,89,1539
UNIFI002-23,126,530341,0.0,24.0,7.440545808966862,63,1539
UNIFI003-23,115,4977620,0.0,27.0,6.350877192982456,55,1539
UNIFI004-23,58,3307090,0.0,10.0,3.1637426900584797,33,1539
UNIFI005-23,240,3397829,0.0,39.0,11.57504873294347,45,1539
UNIFI006-23,1474,12023001,0.0,284.0,70.50682261208577,286,1539
UNIFI007-23,59,1209198,0.0,13.0,3.1052631578947367,17,1539
UNIFI008-23,2470,27674688,0.0,802.0,140.01559454191033,1330,1539
UNIFI009-23,52777,50546141,0.0,13786.0,2893.64522417154,17443,1539
UNIFI010-23,952,9392055,0.0,209.0,50.635477582846,225,1539
UNIFI011-23,635,1690426,0.0,89.0,30.35477582846004,124,1539
UNIFI012-23,14,364071,0.0,4.0,0.7504873294346979,4,1539
UNIFI013-23,252,1026123,0.0,54.0,12.085769980506823,55,1539
UNIFI014-23,175,2618521,0.0,36.0,9.812865497076023,90,1539
UNIFI015-23,724,46847110,0.0,74.0,35.65107212475633,146,1539
UNIFI016-23,1412,37652180,0.0,204.0,67.59454191033139,158,1539
UNIFI017-23,124,2116843,0.0,20.0,6.350877192982456,29,1539
UNIFI018-23,1125,6837983,0.0,224.0,56.9766081871345,232,1539
UNIFI019-23,56,3663353,0.0,10.0,3.0311890838206628,26,1539
UNIFI020-23,65,1378112,0.0,18.0,3.732943469785575,18,1539
UNIFI021-23,534,8874395,0.0,104.0,27.224171539961013,206,1539
UNIFI022-23,10962,25880323,0.0,1689.0,605.8966861598441,3546,1539
