Process ID,n_aligned,n_reads,cov_min,cov_max,cov_avg,skipped_reads_low_rel_score,length
BGENL102-23,7320,22295633,181.0,542.0,378.9686888454012,379,1533
BGENL103-23,88,394454,0.0,16.0,5.201565557729941,38,1533
BGENL104-23,1591,4096065,43.0,136.0,83.19373776908023,26,1533
BGENL105-23,2476,19702752,84.0,357.0,143.2211350293542,458,1533
BGENL106-23,3050,12877459,99.0,275.0,174.08414872798434,342,1533
BGENL107-23,1855,4146959,69.0,200.0,118.69080234833659,74,1533
BGENL108-23,1434,2400860,43.0,178.0,94.4187866927593,159,1533
BGENL109-23,52052,7175012,2681.0,5169.0,3812.6320939334637,329,1533
BGENL110-23,1856,14506998,78.0,220.0,119.26223091976517,416,1533
BGENL111-23,5740,36139370,130.0,484.0,359.18786692759295,1474,1533
BGENL112-23,964,3028747,14.0,122.0,53.76712328767123,68,1533
BGENL113-23,10449,31903130,166.0,1333.0,512.8238747553816,537,1533
BGENL114-23,1653,25397376,29.0,196.0,77.1545988258317,549,1533
BGENL115-23,171,3754713,1.0,20.0,8.802348336594912,56,1533
BGENL116-23,563,6426346,13.0,70.0,34.26418786692759,132,1533
BGENL117-23,2393,12669820,84.0,227.0,168.75929549902153,378,1533
BGENL118-23,1832,7791574,61.0,170.0,111.69667318982387,49,1533
BGENL119-23,253,1760199,2.0,30.0,14.0,28,1533
BGENL120-23,335,5741849,4.0,33.0,17.99412915851272,74,1533
BGENL121-23,6338,38958828,163.0,558.0,348.27005870841487,339,1533
BGENL122-23,1401,1650650,30.0,110.0,70.30724070450098,36,1533
BGENL123-23,857,11338755,10.0,58.0,37.58904109589041,51,1533
BGENL124-23,463,7634875,0.0,103.0,21.23106796116505,1238,1545
BGENL125-23,28530,5067064,1.0,2703.0,1856.401941747573,379,1545
BGENL126-23,2291,10578296,0.0,274.0,135.5728155339806,1548,1545
BGENL127-23,1121,13818719,27.0,125.0,60.22700587084149,284,1533
BGENL128-23,1200,8963848,29.0,123.0,67.49119373776908,138,1533
BGENL129-23,23277,72684900,915.0,2356.0,1408.3326810176125,1098,1533
BGENL130-23,2443,1507759,0.0,275.0,169.66340508806263,42,1533
BGENL131-23,36,160977,0.0,10.0,2.0019569471624266,13,1533
BGENL132-23,5249,25596061,7.0,818.0,271.64383561643837,619,1533
BGENL133-23,7265,53529484,164.0,540.0,371.8825831702544,588,1533
BGENL134-23,1046,3410555,35.0,117.0,69.48336594911937,42,1533
BGENL135-23,8444,2020899,386.0,847.0,630.3835616438356,131,1533
BGENL136-23,871,14080203,4.0,131.0,40.58904109589041,126,1533
BGENL137-23,6080,36469032,3.0,570.0,278.9765166340509,387,1533
BGENL138-23,1928,3018183,2.0,198.0,114.10763209393346,28,1533
BGENL139-23,2141,23686399,0.0,324.0,109.94520547945206,325,1533
BGENL140-23,201,1323427,0.0,34.0,10.070450097847358,55,1533
BGENL141-23,2361,12048232,11.0,220.0,139.15264187866927,304,1533
BGENL142-23,3738,11033292,2.0,406.0,248.54207436399219,234,1533
BGENL143-23,1182,8421182,4.0,122.0,65.1917808219178,271,1533
BGENL144-23,1722,18279655,2.0,237.0,83.85909980430529,411,1533
BGENL145-23,1457,30430119,4.0,254.0,63.974559686888455,1027,1533
BGENL146-23,2679,16886263,2.0,297.0,154.0880626223092,387,1533
BGENL147-23,9402,4862652,3.0,1000.0,682.2720156555773,186,1533
BGENL148-23,5487,26026694,4.0,437.0,246.84735812133073,426,1533
BGENL149-23,5144,4564665,0.0,552.0,332.99804305283755,139,1533
BGENL150-23,3829,3438444,184.0,364.0,261.67906066536204,117,1533
BGENL151-23,1693,1112395,70.0,167.0,113.27397260273973,50,1533
BGENL152-23,1541,9461029,45.0,152.0,92.92172211350294,286,1533
BGENL153-23,8584,10311159,376.0,689.0,556.0880626223092,162,1533
BGENL154-23,86,512390,0.0,12.0,5.3776908023483365,41,1533
BGENL155-23,886,286175,15.0,89.0,57.12328767123287,9,1533
BGENL156-23,33768,3841791,1624.0,3491.0,2498.6438356164385,237,1533
BGENL157-23,3339,1232981,96.0,324.0,217.26027397260273,59,1533
BGENL158-23,8002,1318080,207.0,734.0,513.6320939334638,54,1533
BGENL159-23,1854,5388575,33.0,142.0,80.18786692759295,39,1533
BGENL160-23,5989,6503627,87.0,500.0,303.3522504892368,38,1533
BGENL161-23,1112,1200419,12.0,112.0,54.36203522504892,60,1533
BGENL162-23,904,11557572,27.0,78.0,50.75342465753425,185,1533
BGENL163-23,1084,7815125,24.0,95.0,60.19178082191781,126,1533
BGENL164-23,15,114608,0.0,7.0,0.8904109589041096,1,1533
BGENL165-23,18022,81566452,693.0,1659.0,1084.5538160469666,1067,1533
BGENL166-23,10833,61962606,371.0,987.0,667.53228962818,897,1533
BGENL167-23,1040,7527605,27.0,100.0,64.62426614481409,138,1533
BGENL168-23,2135,6716822,78.0,284.0,137.28180039138942,98,1533
BGENL169-23,3860,42538970,78.0,772.0,194.98043052837573,681,1533
BGENL170-23,1092,1900283,31.0,247.0,70.56555772994129,91,1533
BGENL171-23,7647,39515884,373.0,762.0,513.0097847358121,583,1533
BGENL172-23,28797,1457290,1371.0,2995.0,2121.0293542074364,73,1533
BGENL173-23,215,844961,2.0,36.0,12.579256360078277,58,1533
BGENL174-23,2414,11626681,66.0,209.0,134.22504892367905,208,1533
BGENL175-23,959,2184894,26.0,88.0,56.09197651663405,26,1533
BGENL176-23,146,1335738,0.0,26.0,7.542074363992172,45,1533
BGENL177-23,780,2975966,10.0,62.0,39.66731898238748,51,1533
BGENL178-23,1415,940145,14.0,141.0,67.21135029354207,42,1533
BGENL179-23,2779,8892809,41.0,205.0,113.21917808219177,36,1533
BGENL180-23,2088,354839,73.0,217.0,143.06262230919765,16,1533
BGENL181-23,6686,2179397,117.0,468.0,266.0,41,1533
BGENL182-23,227,1421070,0.0,48.0,13.53228962818004,100,1533
BGENL183-23,1120,6912732,0.0,126.0,55.67710371819961,135,1533
BGENL184-23,4764,16488100,98.0,410.0,229.1545988258317,530,1533
BGENL185-23,2829,9259359,53.0,231.0,149.34050880626222,343,1533
BGENL186-23,1756,3801871,37.0,144.0,88.16046966731898,166,1533
BGENL187-23,663,621763,12.0,60.0,36.40508806262231,55,1533
BGENL188-23,767,2220276,3.0,70.0,33.827788649706456,86,1533
BGENL189-23,1378,1077970,53.0,189.0,94.68884540117416,78,1533
BGENL190-23,67,343633,0.0,17.0,4.013698630136986,46,1533
BSNHM002-24,100,2884916,0.0,55.0,2.93921568627451,32,1530
BSNHM003-24,996,4710870,16.0,104.0,55.614481409001954,53,1533
BSNHM004-24,16537,3441860,0.0,1253.0,932.3189823874756,26,1533
BSNHM005-24,63,1124482,0.0,26.0,2.49706457925636,22,1533
BSNHM006-24,1264,14213927,0.0,197.0,48.44227005870842,117,1533
BSNHM007-24,434,4236930,0.0,63.0,18.213307240704502,71,1533
BSNHM008-24,380,12691718,2.0,46.0,12.737769080234834,29,1533
BSNHM009-24,966,10368834,4.0,77.0,32.2426614481409,34,1533
BSNHM010-24,283,3524795,0.0,147.0,7.164383561643835,42,1533
BSNHM011-24,60027,8285421,912.0,5254.0,3127.743639921722,53,1533
BSNHM012-24,223,4267601,0.0,42.0,5.888454011741683,9,1533
BSNHM013-24,334,3309647,0.0,39.0,14.411764705882353,17,1530
BSNHM014-24,168,2476252,0.0,59.0,6.26614481409002,41,1533
BSNHM015-24,195,3143816,0.0,30.0,8.24853228962818,35,1533
BSNHM016-24,148,1198349,0.0,49.0,4.193359375,2,1536
BSNHM017-24,1176,5061901,32.0,105.0,66.29941291585128,161,1533
BSNHM018-24,788,4472426,0.0,74.0,35.23679060665362,55,1533
BSNHM019-24,2114,4324726,57.0,242.0,140.853228962818,108,1533
BSNHM020-24,184,3207079,0.0,22.0,6.894324853228963,56,1533
BSNHM021-24,26382,4217755,716.0,2583.0,1721.8235294117646,120,1530
BSNHM022-24,204,969561,0.0,64.0,7.311154598825832,6,1533
BSNHM023-24,4365,12420703,27.0,408.0,148.47749510763208,81,1533
BSNHM024-24,985,3056181,0.0,130.0,42.45205479452055,31,1533
BSNHM025-24,425,7273777,0.0,217.0,15.819960861056751,119,1533
BSNHM026-24,68,400134,0.0,12.0,3.5048923679060664,28,1533
BSNHM027-24,5881,36254833,0.0,444.0,224.15264187866927,295,1533
BSNHM028-24,147,1599831,0.0,40.0,5.772994129158513,30,1533
BSNHM029-24,428,4191186,0.0,334.0,9.362035225048924,38,1533
BSNHM030-24,188,3917025,0.0,96.0,5.383561643835616,22,1533
BSNHM031-24,191,3273300,0.0,39.0,7.4129158512720155,43,1533
BSNHM032-24,2863,14052609,11.0,227.0,95.06457925636008,58,1533
BSNHM033-24,277,4050537,0.0,25.0,9.88454011741683,19,1533
BSNHM034-24,297,4323288,0.0,28.0,10.350293542074365,26,1533
BSNHM035-24,214,2292135,0.0,66.0,7.209393346379648,30,1533
BSNHM036-24,110,2295514,0.0,28.0,2.5557729941291587,0,1533
BSNHM037-24,240,2464371,0.0,37.0,7.6438356164383565,7,1533
BSNHM038-24,651,2544976,0.0,80.0,32.64187866927593,54,1533
BSNHM039-24,2412,5045999,69.0,174.0,114.81800391389433,68,1533
BSNHM040-24,974,17376993,10.0,242.0,37.60469667318982,332,1533
BSNHM041-24,1937,1573235,8.0,186.0,91.12915851272015,26,1533
BSNHM042-24,1222,6072179,6.0,140.0,43.48140900195695,44,1533
BSNHM043-24,3628,12470772,16.0,384.0,132.90802348336595,30,1533
BSNHM044-24,965,7064287,11.0,82.0,37.980430528375734,38,1533
BSNHM045-24,1070,23028647,2.0,98.0,32.31506849315068,48,1533
BSNHM046-24,292,1339814,0.0,47.0,11.956947162426614,2,1533
BSNHM047-24,2219,1586472,29.0,256.0,105.70841487279843,59,1533
BSNHM048-24,1163,4242504,1.0,153.0,62.833659491193735,34,1533
BSNHM049-24,104,811103,0.0,39.0,3.9099804305283756,0,1533
BSNHM050-24,479,1728441,0.0,96.0,15.814814814814815,14,1539
BSNHM051-24,155,4397614,0.0,20.0,4.447058823529412,13,1530
BSNHM052-24,184,2655314,0.0,34.0,7.195694716242661,9,1533
BSNHM053-24,2764,12605347,12.0,332.0,131.41487279843443,197,1533
BSNHM054-24,1053,3188596,18.0,80.0,46.105675146771034,44,1533
BSNHM055-24,906,4850660,19.0,79.0,48.40117416829746,88,1533
BSNHM056-24,317,3935281,2.0,42.0,13.587084148727984,76,1533
BSNHM057-24,298,3241956,2.0,35.0,12.273972602739725,90,1533
BSNHM058-24,27346,15062244,0.0,1920.0,808.6751467710371,127,1533
BSNHM059-24,5873,3634170,125.0,441.0,306.23874755381604,108,1533
BSNHM060-24,350,9536631,0.0,36.0,12.845401174168298,31,1533
BSNHM061-24,909,15371936,2.0,79.0,34.6320939334638,123,1533
BSNHM062-24,9144,21463745,177.0,741.0,376.27485380116957,146,1539
BSNHM063-24,268,3414750,0.0,45.0,8.95890410958904,32,1533
BSNHM064-24,224,2947178,0.0,37.0,7.759295499021526,42,1533
BSNHM065-24,941,3044446,0.0,126.0,42.23287671232877,58,1533
BSNHM066-24,114,1354282,0.0,28.0,3.252446183953033,3,1533
BSNHM067-24,336,3523695,2.0,36.0,14.056751467710372,31,1533
BSNHM068-24,631,4935037,10.0,76.0,29.09784735812133,69,1533
BSNHM069-24,18077,13067184,114.0,1161.0,543.6947162426615,25,1533
BSNHM070-24,3903,1354291,73.0,400.0,190.20939334637964,33,1533
BSNHM071-24,1970,4167482,0.0,137.0,94.30528375733856,61,1533
BSNHM072-24,391,17392277,0.0,27.0,12.771037181996086,43,1533
BSNHM073-24,1032,13481469,0.0,74.0,32.509803921568626,18,1530
BSNHM074-24,2134,9707069,18.0,172.0,75.14035087719299,96,1539
BSNHM075-24,77,1715669,0.0,41.0,2.4442270058708413,19,1533
BSNHM076-24,193,2596746,0.0,26.0,8.579256360078277,67,1533
BSNHM078-24,884,9579283,0.0,94.0,33.037181996086105,67,1533
BSNHM079-24,38,3485472,0.0,8.0,1.3033268101761253,27,1533
BSNHM080-24,3679,12890077,32.0,328.0,146.2450980392157,68,1530
BSNHM081-24,346,2576150,0.0,96.0,8.641878669275929,0,1533
BSNHM082-24,1268,2946752,18.0,112.0,57.77299412915851,33,1533
BSNHM083-24,245,6386310,0.0,87.0,7.166340508806262,15,1533
BSNHM084-24,1092,16655733,0.0,171.0,27.250980392156862,12,1530
BSNHM085-24,1945,14962974,0.0,157.0,83.56078431372549,153,1530
BSNHM086-24,1074,10174668,14.0,80.0,42.13307240704501,45,1533
BSNHM087-24,3039,15958814,1.0,237.0,129.20352250489236,158,1533
BSNHM088-24,3753,6066989,100.0,386.0,198.3307240704501,111,1533
BSNHM089-24,70,1764859,0.0,27.0,3.0841487279843443,77,1533
BSNHM090-24,79,1821975,0.0,30.0,2.8493150684931505,28,1533
BSNHM091-24,858,10906747,10.0,60.0,31.96086105675147,43,1533
BSNHM092-24,200,3508121,0.0,31.0,7.604696673189824,41,1533
BSNHM093-24,414,12208904,0.0,113.0,14.690802348336595,142,1533
BSNHM094-24,370,3328179,0.0,74.0,12.176125244618396,18,1533
BSNHM095-24,912,17028929,0.0,79.0,30.91780821917808,42,1533
BSNHM096-24,438,5860589,0.0,223.0,16.42549019607843,188,1530
BSNHM097-24,101,2432406,0.0,24.0,2.949119373776908,17,1533
BSNHM098-24,2471,16579235,2.0,394.0,79.89432485322897,72,1533
BSNHM099-24,2812,13759630,26.0,162.0,85.68493150684931,50,1533
BSNHM101-24,1078,2390062,2.0,136.0,53.79060665362035,48,1533
BSNHM102-24,1084,10718288,6.0,100.0,33.30392156862745,9,1530
BSNHM103-24,77,5123498,0.0,18.0,2.3078431372549018,25,1530
BSNHM104-24,395,3567869,2.0,34.0,16.19111969111969,34,1554
BSNHM105-24,1051,15010475,2.0,86.0,31.555555555555557,10,1539
BSNHM106-24,3660,3058364,0.0,1206.0,159.43835616438355,121,1533
BSNHM107-24,383,3129612,7.0,38.0,20.83953033268102,115,1533
BSNHM108-24,884,5381962,0.0,108.0,33.10958904109589,18,1533
BSNHM109-24,273,2969307,0.0,60.0,9.990234375,58,1536
BSNHM110-24,1395,2927737,20.0,174.0,51.974559686888455,23,1533
BSNHM111-24,449,2650117,2.0,44.0,18.908023483365948,27,1533
BSNHM113-24,416,4168975,0.0,355.0,7.38160469667319,15,1533
BSNHM114-24,600,11746111,4.0,48.0,21.729411764705883,23,1530
BSNHM115-24,8002,2873351,110.0,438.0,301.38823529411764,25,1530
BSNHM116-24,37,3249457,0.0,16.0,1.1267056530214425,33,1539
BSNHM117-24,365,3304620,0.0,50.0,11.335282651072125,42,1539
BSNHM118-24,905,2394301,8.0,104.0,29.337231968810915,35,1539
BSNHM119-24,96,721537,0.0,70.0,2.4246575342465753,4,1533
BSNHM121-24,497,7413604,0.0,76.0,17.71484375,65,1536
BSNHM122-24,2309,14112987,5.0,166.0,86.13502935420743,173,1533
BSNHM123-24,1353,4411138,34.0,118.0,71.22700587084148,43,1533
BSNHM124-24,986,10233811,0.0,147.0,35.96477495107632,79,1533
BSNHM125-24,95,2862341,0.0,17.0,3.1037181996086107,28,1533
BSNHM126-24,7139,18051900,104.0,387.0,224.07647058823528,39,1530
BSNHM128-24,73,943707,0.0,32.0,2.6920077972709553,20,1539
BSNHM129-24,133,2957025,0.0,24.0,6.892787524366471,7,1539
BSNHM130-24,8,700487,0.0,8.0,0.6888454011741683,5,1533
BSNHM131-24,380,4226478,0.0,46.0,15.812133072407045,59,1533
BSNHM132-24,765,6859051,0.0,298.0,27.20662768031189,173,1539
BSNHM133-24,140,2981148,0.0,63.0,3.372549019607843,22,1530
BSNHM134-24,1421,7961191,4.0,150.0,57.42270058708415,199,1533
BSNHM135-24,329,3687379,0.0,34.0,13.376470588235295,33,1530
BSNHM136-24,508,3141240,1.0,50.0,22.729941291585128,76,1533
BSNHM137-24,38,650882,0.0,28.0,0.9823874755381604,6,1533
BSNHM139-24,1,2006649,0.0,1.0,0.052941176470588235,57,1530
BSNHM140-24,4617,5245367,131.0,550.0,281.9766081871345,314,1539
BSNHM141-24,17404,21426728,325.0,1549.0,880.6608187134503,175,1539
BSNHM142-24,276,3428154,2.0,34.0,10.829745596868884,80,1533
BSNHM143-24,374,3474659,2.0,38.0,14.992172211350294,69,1533
BSNHM144-24,1820,14394885,15.0,220.0,70.92954990215264,69,1533
BSNHM145-24,614,3567978,0.0,71.0,28.31311154598826,121,1533
BSNHM146-24,576,10973199,0.0,178.0,18.76908023483366,115,1533
BSNHM147-24,1212,3673610,5.0,122.0,58.6843137254902,38,1530
BSNHM148-24,12041,12311696,109.0,979.0,454.80626223091974,74,1533
BSNHM149-24,341,3981904,0.0,36.0,14.794520547945206,45,1533
BSNHM150-24,4569,3310343,77.0,273.0,174.19688109161794,21,1539
BSNHM151-24,7854,14354488,165.0,561.0,303.2352941176471,38,1530
BSNHM152-24,1381,8470711,22.0,215.0,64.65497076023392,138,1539
BSNHM153-24,456,6583391,0.0,182.0,17.5906432748538,177,1539
BSNHM154-24,330,4952614,1.0,48.0,15.655577299412915,191,1533
BSNHM155-24,304,2977175,0.0,38.0,12.281800391389433,49,1533
BSNHM156-24,202,2752218,0.0,44.0,5.8101761252446185,13,1533
BSNHM157-24,368,4536801,0.0,49.0,14.428571428571429,57,1533
BSNHM158-24,916,14077929,7.0,87.0,35.62230919765166,44,1533
BSNHM159-24,162,4074250,0.0,34.0,5.833659491193738,33,1533
BSNHM160-24,314,2127720,0.0,51.0,9.859099804305284,18,1533
BSNHM161-24,490,5596019,0.0,123.0,29.71764705882353,320,1530
BSNHM162-24,535,544911,0.0,104.0,22.57088122605364,0,1566
BSNHM163-24,875,1965766,0.0,121.0,35.239766081871345,42,1539
BSNHM164-24,520,2274301,0.0,62.0,17.67056530214425,8,1539
BSNHM165-24,203,3219585,0.0,39.0,10.24853228962818,182,1533
BSNHM166-24,463,3968531,2.0,35.0,22.05088062622309,71,1533
BSNHM167-24,184,1497960,0.0,30.0,6.099804305283757,6,1533
BSNHM168-24,2669,28555441,22.0,248.0,97.15655577299412,80,1533
BSNHM169-24,436,3530389,0.0,40.0,16.84931506849315,55,1533
BSNHM171-24,2396,17205384,0.0,248.0,104.0880626223092,219,1533
BSNHM172-24,1714,17165630,0.0,234.0,80.68810916179338,76,1539
BSNHM173-24,57,1716198,0.0,21.0,1.4597701149425288,7,1566
BSNHM174-24,550,9869380,0.0,185.0,16.580896686159843,188,1539
BSNHM175-24,418,2519710,2.0,42.0,12.879142300194932,1,1539
BSNHM176-24,1100,4018889,0.0,141.0,55.41291585127202,80,1533
BSNHM177-24,152,5804502,0.0,16.0,5.657534246575342,77,1533
BSNHM178-24,544,10440839,0.0,154.0,16.168297455968688,54,1533
BSNHM179-24,404,3502957,4.0,32.0,16.735812133072407,20,1533
BSNHM180-24,2544,11570574,8.0,638.0,82.64187866927593,110,1533
BSNHM181-24,292,3623063,0.0,46.0,11.847358121330725,28,1533
BSNHM182-24,59,1199518,0.0,24.0,1.4058823529411764,2,1530
BSNHM183-24,97,3703205,0.0,22.0,3.1130604288499026,9,1539
BSNHM184-24,695,3102865,0.0,89.0,24.25095785440613,29,1566
BSNHM185-24,780,3357846,9.0,88.0,36.02534113060429,211,1539
BSNHM186-24,1086,26548399,0.0,197.0,44.04696673189824,1027,1533
BSNHM187-24,1074,9166259,0.0,612.0,23.44618395303327,33,1533
BSNHM188-24,563,4894225,11.0,55.0,27.78627450980392,88,1530
BSNHM189-24,5746,11630494,0.0,648.0,195.24461839530332,33,1533
BSNHM190-24,106,2329101,0.0,81.0,2.6927592954990214,24,1533
BSNHM191-24,1656,3107976,0.0,144.0,62.657534246575345,10,1533
UNIFI001-23,804,1684924,0.0,109.0,31.64522417153996,30,1539
UNIFI002-23,349,530341,0.0,34.0,16.96101364522417,4,1539
UNIFI003-23,362,4977620,0.0,48.0,16.243664717348928,44,1539
UNIFI004-23,167,3307090,0.0,21.0,7.7407407407407405,15,1539
UNIFI005-23,891,3397829,0.0,94.0,33.30409356725146,33,1539
UNIFI006-23,6230,12023001,0.0,889.0,224.11111111111111,109,1539
UNIFI007-23,233,1209198,0.0,29.0,9.17738791423002,8,1539
UNIFI008-23,6530,27674688,0.0,1601.0,320.32748538011697,544,1539
UNIFI009-23,128114,50546141,0.0,25736.0,5954.140350877193,2975,1539
UNIFI010-23,3368,9392055,0.0,574.0,133.47563352826512,165,1539
UNIFI011-23,2479,1690426,0.0,206.0,89.40545808966861,34,1539
UNIFI012-23,48,364071,0.0,8.0,2.046783625730994,2,1539
